% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 14 2017, 13:27
% Table:              Aceleration Mic 1 - actd.ay
% Time (s)               Local acceleration, z component (m/s^2), Point: 15
0                        2.3550495155068286E-11
2.4390243902439026E-5    3.5125973587419744E-4
4.878048780487805E-5     -0.009855796075530082
7.317073170731708E-5     -0.7120186865518661
9.75609756097561E-5      -4.618450539324732
1.2195121951219512E-4    -14.82915627248871
1.4634146341463417E-4    -81.21582980351714
1.707317073170732E-4     -290.1631910166693
1.951219512195122E-4     50.45423470478909
2.1951219512195122E-4    154.83140403406713
2.4390243902439024E-4    47.375897484061824
2.682926829268293E-4     -1739.619783522706
2.9268292682926834E-4    -1388.9932139657888
3.1707317073170733E-4    -202.7883152912162
3.414634146341464E-4     1060.312060034008
3.6585365853658537E-4    1837.7452796630887
3.902439024390244E-4     1966.5764422103616
4.1463414634146346E-4    1352.8795482659352
4.3902439024390245E-4    178.0291565030241
4.634146341463415E-4     -995.4780752996334
4.878048780487805E-4     -1902.3658001272945
5.121951219512195E-4     -1929.4894945527499
5.365853658536586E-4     -1402.0960084801427
5.609756097560976E-4     -183.79988093191855
5.853658536585367E-4     1007.3965999903985
6.097560975609756E-4     1815.9835302421493
6.341463414634147E-4     1862.7380457633817
6.585365853658537E-4     1239.3657596893622
6.829268292682927E-4     287.39273005531595
7.073170731707318E-4     -929.3639865858623
7.317073170731707E-4     -1948.8549447003493
7.560975609756098E-4     -2017.832928965337
7.804878048780488E-4     -1280.3175871911608
8.048780487804879E-4     -287.39786863450956
8.292682926829269E-4     1148.226949828686
8.536585365853659E-4     1834.8242453721227
8.780487804878049E-4     1984.8599165454114
9.024390243902439E-4     1476.2252423021882
9.26829268292683E-4      -211.48778238923796
9.51219512195122E-4      90.72292367443555
9.75609756097561E-4      -783.3923833461251
0.001                    -2071.2269234849146
0.001024390243902439     -2360.585630966799
0.0010487804878048781    -1696.7137613765503
0.0010731707317073172    -197.17517735410138
0.0010975609756097562    1443.7855788244892
0.0011219512195121953    2788.3590998395603
0.0011463414634146343    2977.2347292952195
0.0011707317073170733    1988.6751866909387
0.0011951219512195122    281.81346319343095
0.0012195121951219512    -1390.1261771989848
0.0012439024390243903    -2771.7156879970753
0.0012682926829268293    -3025.436649915743
0.0012926829268292684    -2365.3848530489513
0.0013170731707317074    -525.6339580124999
0.0013414634146341464    1251.4648980476695
0.0013658536585365855    2578.781085767733
0.0013902439024390245    2827.516528793297
0.0014146341463414636    2033.5534160750747
0.0014390243902439024    528.3460043393377
0.0014634146341463415    -1265.6372141577797
0.0014878048780487805    -2675.4268161831596
0.0015121951219512196    -2900.126956767549
0.0015365853658536586    -2026.7557026693344
0.0015609756097560976    -438.15623062776825
0.0015853658536585367    1392.7290919631323
0.0016097560975609757    2567.206627098698
0.0016341463414634148    3024.3260229265393
0.0016585365853658538    2077.9619076905437
0.0016829268292682929    582.1782130169033
0.0017073170731707317    -1407.5976289417877
0.0017317073170731708    -2599.174622409025
0.0017560975609756098    -2891.2287656100098
0.0017804878048780488    -2053.5203993158902
0.0018048780487804879    -561.8256201885445
0.001829268292682927     1288.954493277416
0.001853658536585366     2594.3453726182433
0.001878048780487805     2997.627574674064
0.001902439024390244     2051.7013300984554
0.0019268292682926831    459.7915564696015
0.001951219512195122     -1358.913116085942
0.001975609756097561     -2555.7681214769664
0.002                    -2915.853181436772
0.002024390243902439     -2136.1631502039213
0.002048780487804878     -487.78939353192095
0.002073170731707317     1328.4331320487206
0.0020975609756097562    2654.850701742835
0.0021219512195121953    2881.0564535275926
0.0021463414634146343    2080.360881896461
0.0021707317073170734    486.95005862102016
0.0021951219512195124    -1253.0480600853489
0.0022195121951219515    -2637.994829179727
0.0022439024390243905    -2925.2336720019043
0.0022682926829268295    -2126.518690889643
0.0022926829268292686    -428.41268612656734
0.0023170731707317076    1294.0004047778093
0.0023414634146341467    2589.154590606168
0.0023658536585365853    2887.544261651097
0.0023902439024390243    2126.79031387751
