% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:10
% Table:              Aceleration Mic 2 - 
% Time (s)               Local acceleration, z component (m/s^2), Point: 14
0                        1.8351604639604892E-8
3.968253968253968E-5     0.23104889474004978
7.936507936507937E-5     -7.296590540239246
1.1904761904761905E-4    -120.25601509902559
1.5873015873015873E-4    -373.99075986236767
1.984126984126984E-4     -1566.1303924306471
2.380952380952381E-4     -2987.355338414149
2.777777777777778E-4     4612.328644535872
3.1746031746031746E-4    -10497.572440691401
3.5714285714285714E-4    -16848.7671983026
3.968253968253968E-4     -9725.622477284993
4.365079365079365E-4     193.06882581198767
4.761904761904762E-4     7862.123496292295
5.158730158730158E-4     16145.942570051768
5.555555555555556E-4     17435.438770267057
5.952380952380953E-4     15220.407766202603
6.349206349206349E-4     8849.324600226879
6.746031746031745E-4     1968.462557392553
7.142857142857143E-4     -8753.749357886238
7.53968253968254E-4      -17321.580887110198
7.936507936507937E-4     -16248.684253973606
8.333333333333333E-4     -18634.527380719286
8.73015873015873E-4      -6679.798608341989
9.126984126984128E-4     10745.062307781078
9.523809523809524E-4     13573.686587883854
9.92063492063492E-4      13786.78213738415
0.0010317460317460316    16637.97283385921
0.0010714285714285715    12273.404575156068
0.0011111111111111111    4164.010956354552
0.0011507936507936507    -3156.138642597653
0.0011904761904761906    -12495.48872363308
0.0012301587301587302    -22578.225576843302
0.0012698412698412698    -19443.635375623875
0.0013095238095238095    -10679.775361145239
0.001349206349206349     -2899.4447816627385
0.001388888888888889     4829.453745291521
0.0014285714285714286    9402.569366859967
0.0014682539682539682    18829.800569123006
0.001507936507936508     19568.58891539198
0.0015476190476190477    12220.280923873386
0.0015873015873015873    2504.7895751126116
0.001626984126984127     -3922.622085414152
0.0016666666666666666    -11145.06554940583
0.0017063492063492064    -18198.210979652067
0.001746031746031746     -21148.04273347156
0.0017857142857142857    -10849.381440298968
0.0018253968253968255    -2108.741886164261
0.0018650793650793651    3138.0886746980846
0.0019047619047619048    11890.99839898399
0.0019444444444444444    17383.159060967577
0.001984126984126984     20832.214187053272
0.0020238095238095236    11594.956509562253
0.0020634920634920633    2154.27965282721
0.0021031746031746033    -4031.8401280246026
0.002142857142857143     -10985.031136916079
0.0021825396825396826    -18993.26470802554
0.0022222222222222222    -20202.300155827663
0.002261904761904762     -11544.408002013275
0.0023015873015873015    -2518.910515975781
0.002341269841269841     4397.3471107588175
0.002380952380952381     10642.494811969267
0.002420634920634921     18697.487617247796
0.0024603174603174604    20377.248408064057
0.0025                   11491.21778307021
0.0025396825396825397    2715.9901252654518
0.0025793650793650793    -3994.4168307973487
0.002619047619047619     -11128.132748436006
0.0026587301587301586    -18642.105520503817
0.002698412698412698     -20299.9213578363
0.0027380952380952383    -11691.888631161542
0.002777777777777778     -2076.9609034126133
0.0028174603174603175    3563.3282630759786
0.002857142857142857     11342.628515584034
0.0028968253968253968    18201.060740510846
0.0029365079365079364    20542.054869036918
0.002976190476190476     11462.428542036632
0.003015873015873016     2453.9275658787137
0.0030555555555555557    -4006.6135502451343
0.0030952380952380953    -10932.643492319454
0.003134920634920635     -18940.662361186496
0.0031746031746031746    -19965.997593508284
0.0032142857142857142    -11785.174480634596
0.003253968253968254     -2421.6536112011495
0.0032936507936507935    4163.174968922658
0.003333333333333333     10799.697115651263
0.003373015873015873     18923.240273551637
0.003412698412698413     20049.684954654927
0.0034523809523809524    11747.893824758914
0.003492063492063492     2253.2188570945927
0.0035317460317460317    -3889.0037902679433
0.0035714285714285713    -10966.554286196273
0.003611111111111111     -19021.56931207266
0.003650793650793651     -19813.313297584446
0.0036904761904761906    -12015.79633992648
0.0037301587301587303    -2139.059547534794
0.00376984126984127      3804.6452502537
0.0038095238095238095    11088.728265769214
0.003849206349206349     18861.806540060876
0.0038888888888888888    19947.788189164705
0.003928571428571429     11813.397838959065
0.003968253968253968     2350.7716547014747
0.004007936507936508     -4021.815535360251
