% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 14 2017, 12:47
% Table:              Av vel Plane Acoustic - V plane ac (aveop3(actd.a_inst/(2*pi*f0)))
% Time (s)               Average Velocity Plane Acoustic (m/s^2)
0                        9.037896530600305E-11
5.405405405405406E-5     5.869682614443458E-4
1.0810810810810812E-4    0.02722172929039074
1.6216216216216218E-4    2.9242866322822993
2.1621621621621624E-4    3.975859643217574
2.7027027027027033E-4    -3.914349129528043
3.2432432432432436E-4    109.33514171169466
3.783783783783784E-4     8.496789711808807
4.324324324324325E-4     -78.95798589099262
4.8648648648648657E-4    -868.3901861750882
5.405405405405407E-4     -636.2003110193884
5.945945945945946E-4     -92.05598422753295
6.486486486486487E-4     671.5543301137752
7.027027027027028E-4     698.4501917878888
7.567567567567568E-4     1348.611562753971
8.108108108108109E-4     648.6387986582474
8.64864864864865E-4      -216.7938860661554
9.18918918918919E-4      -684.5564512284765
9.729729729729731E-4     -899.353372793791
0.0010270270270270271    -671.6265511666993
0.0010810810810810813    -354.93237933914673
0.0011351351351351353    30.328546727478418
0.0011891891891891893    404.80315593481015
0.0012432432432432435    460.53383721818705
0.0012972972972972974    390.8937970037631
0.0013513513513513514    216.3358118540572
0.0014054054054054056    -105.65701223069087
0.0014594594594594596    -269.15532056719985
0.0015135135135135136    -396.42325907236153
0.0015675675675675678    -299.6726389619677
0.0016216216216216218    -156.94344584457176
0.001675675675675676     50.425891401350206
0.00172972972972973      274.4626733646086
0.001783783783783784     423.92769899734736
0.001837837837837838     275.84046504333713
0.001891891891891892     178.28528050702715
0.0019459459459459463    -112.13915357779727
0.002                    -263.7866262561496
0.0020540540540540542    -390.2207912803611
0.0021081081081081084    -300.9398024449404
0.0021621621621621626    -139.67499897011595
0.0022162162162162164    78.95202089096612
0.0022702702702702706    254.84993638135956
0.0023243243243243248    416.4503775271749
0.0023783783783783785    290.06671172467475
0.0024324324324324327    159.58951850472496
0.002486486486486487     -91.34797269318226
0.0025405405405405407    -281.56645796574327
0.002594594594594595     -392.26443090643204
0.002648648648648649     -298.705966757184
0.002702702702702703     -161.11402151734725
0.002756756756756757     85.82900482898002
0.0028108108108108112    260.31262422995536
0.002864864864864865     404.3092407500913
0.002918918918918919     291.63509715973646
0.0029729729729729734    158.86344703363886
0.003027027027027027     -65.42218027961027
0.0030810810810810814    -284.834221006377
0.0031351351351351356    -388.1636744115152
0.0031891891891891897    -303.7251814991826
0.0032432432432432435    -146.5690916881535
0.0032972972972972977    73.55943498722472
0.003351351351351352     273.12909687417704
0.0034054054054054057    393.942510556927
0.00345945945945946      309.33511748228983
0.003513513513513514     147.1891327058546
0.003567567567567568     -66.21415562439329
0.003621621621621622     -283.3656651859571
0.003675675675675676     -386.22735655021904
0.00372972972972973      -294.1060054058221
0.003783783783783784     -149.78314790867512
0.0038378378378378384    77.32054973194
0.0038918918918918926    276.2810136331489
0.003945945945945947     382.59747284513446
0.004                    323.2748523174308
0.004054054054054054     141.0339563491543
0.0041081081081081085    -61.220139885187535
0.004162162162162163     -292.9537794393298
0.004216216216216217     -373.30699657306127
0.004270270270270271     -307.0385805907699
0.004324324324324325     -142.84549703456565
0.004378378378378379     71.07736713155417
0.004432432432432433     283.55183630581115
0.004486486486486487     379.1990221668467
0.004540540540540541     300.70067996320205
0.004594594594594595     139.00864019623702
0.0046486486486486496    -61.87385841583605
0.004702702702702703     -293.00688965065126
0.004756756756756757     -382.726470228346
0.004810810810810811     -316.9341693082832
0.0048648648648648655    -139.97013693249818
0.00491891891891892      66.32981000640012
0.004972972972972974     283.05241987689936
0.005027027027027027     387.98089306965096
0.005081081081081081     308.53219516461456
0.005135135135135136     142.5877380812291
0.00518918918918919      -58.02097871249081
0.005243243243243244     -291.38992138358003
0.005297297297297298     -381.8471802125778
0.005351351351351352     -316.16538024559134
0.005405405405405406     -140.72169674889494
0.00545945945945946      66.71575288829618
0.005513513513513514     276.91767190777773
0.005567567567567568     379.39739032397335
0.0056216216216216225    300.4329636959156
0.005675675675675677     134.77104709366012
0.00572972972972973      -68.768298147698
0.005783783783783784     -291.129089730162
0.005837837837837838     -377.4607056412662
0.005891891891891893     -319.9419080266032
0.005945945945945947     -137.50206673958144
0.006000000000000001     55.36211723863929
0.006054054054054054     284.6893243371993
0.0061081081081081085    384.1382655314768
0.006162162162162163     313.1668712094773
0.006216216216216217     136.86675369648802
0.006270270270270271     -64.818760289128
0.006324324324324325     -277.70513282165064
0.0063783783783783795    -375.8442545325759
0.006432432432432433     -302.3077701489838
0.006486486486486487     -141.6958074112088
0.006540540540540541     63.47071045502
0.006594594594594595     285.4072524306017
0.00664864864864865      384.1294867233843
0.006702702702702704     316.2838780914424
0.006756756756756757     136.11872016184287
0.006810810810810811     -69.02182505935689
0.0068648648648648655    -284.2309899537723
0.00691891891891892      -381.4546063302662
0.006972972972972974     -309.28868412924015
0.007027027027027028     -143.00249535592047
0.007081081081081082     62.37980923816626
0.007135135135135136     282.1709326417434
0.00718918918918919      384.2576186951789
0.007243243243243244     308.11567226993833
0.007297297297297298     150.62624097413516
0.007351351351351352     -72.58703161481417
0.007405405405405407     -280.2138964250254
0.00745945945945946      -381.8172615541833
0.007513513513513514     -316.7286394157046
0.007567567567567568     -143.79374531120826
0.0076216216216216225    65.22803434352446
0.007675675675675677     280.1388801529698
0.007729729729729731     382.76380961210555
0.007783783783783785     306.73192641061036
0.00783783783783784      146.76879547184564
0.007891891891891894     -76.16301182928737
0.007945945945945948     -286.1584914931563
0.008                    -380.82514976136713
