% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:01
% Table:              Ave v Plane Mutiphysics - 
% Time (s)               aveop2(w) (m/s)
0                        -4.2286187006509403E-14
7.575757575757576E-5     -1.0972647849031265E-5
1.5151515151515152E-4    3.045217715455044E-4
2.2727272727272727E-4    0.002578925923012838
3.0303030303030303E-4    0.004130396848686306
3.787878787878788E-4     0.022385005366412237
4.5454545454545455E-4    0.006562743963272937
5.303030303030302E-4     -0.07087871441040185
6.060606060606061E-4     -0.6698657689677848
6.818181818181819E-4     -1.0856009793238164
7.575757575757576E-4     -0.9821095272028019
8.333333333333333E-4     -0.6582765499145115
9.090909090909091E-4     0.09593015518323306
9.84848484848485E-4      0.8844211200958478
0.0010606060606060605    1.506589490590732
0.0011363636363636363    1.8139405861473439
0.0012121212121212121    1.4803596910220762
0.001287878787878788     0.7837506440373012
0.0013636363636363637    0.012137765477463707
0.0014393939393939393    -0.7666673767688037
0.0015151515151515152    -1.4094600576952419
0.001590909090909091     -1.7577895520848932
0.0016666666666666666    -1.4898829736908048
0.0017424242424242424    -0.7737927016230562
0.0018181818181818182    0.00338388992139998
0.001893939393939394     0.7704369104104022
0.00196969696969697      1.4064001546779443
0.0020454545454545456    1.753344689272526
0.002121212121212121     1.4968457242436315
0.002196969696969697     0.7842660244120321
0.0022727272727272726    0.0066085348931557
0.0023484848484848484    -0.7625118843120913
0.0024242424242424242    -1.4084034364547438
0.0025                   -1.7573964194112204
0.002575757575757576     -1.4956435165220536
0.0026515151515151517    -0.7748825331479343
0.0027272727272727275    0.004325141043333504
0.002803030303030303     0.7630741565226108
0.0028787878787878787    1.4132348205347867
0.0029545454545454545    1.7557877375689939
0.0030303030303030303    1.4928005575864518
0.003106060606060606     0.7897061368209471
0.003181818181818182     0.006316699662639643
0.0032575757575757577    -0.7634067471223479
0.003333333333333333     -1.411328953344799
0.003409090909090909     -1.7551967131565678
0.0034848484848484847    -1.4929010409273502
0.0035606060606060605    -0.7773978596307691
0.0036363636363636364    0.009692142374456649
0.003712121212121212     0.7623878642436935
0.003787878787878788     1.4094538400481562
0.003863636363636364     1.7572970911148211
0.00393939393939394      1.4924811723118754
0.004015151515151515     0.7864467757304319
0.004090909090909091     0.004781330585364132
0.004166666666666667     -0.7605268748875414
0.004242424242424242     -1.4097011772985335
0.004318181818181818     -1.7581320509957694
0.004393939393939394     -1.4938645970038535
0.00446969696969697      -0.7782120070917474
0.004545454545454545     0.005511086218306854
0.0046212121212121215    0.7639341790885847
0.004696969696969697     1.408189156722302
0.004772727272727273     1.757001042658938
0.0048484848484848485    1.4926205362966143
0.004924242424242424     0.7865464313749776
0.005                    0.005592537699789153
0.0050757575757575755    -0.7645555717565129
0.005151515151515152     -1.4108972242950597
0.005227272727272727     -1.7563717234280116
0.005303030303030303     -1.491776050802905
0.005378787878787879     -0.7776177305856788
0.005454545454545455     0.004638795714139157
0.00553030303030303      0.7643727519636428
0.005606060606060606     1.4120183025245796
0.005681818181818182     1.7572915389434762
0.005757575757575757     1.4928030361881437
0.005833333333333334     0.7882590363759221
0.005909090909090909     0.006017862724804593
0.005984848484848485     -0.7644515986255075
0.006060606060606061     -1.4094496434646375
0.006136363636363636     -1.7555380963650538
0.006212121212121212     -1.4955553236433996
0.006287878787878788     -0.775146982216788
0.006363636363636364     0.00802352714515847
0.006439393939393939     0.7663776586759886
0.0065151515151515155    1.409383632691027
0.006590909090909091     1.7562786939873078
0.006666666666666666     1.4943606842624044
0.0067424242424242425    0.7870007882612762
0.006818181818181818     0.006957392029959822
0.006893939393939394     -0.7600492705453975
0.0069696969696969695    -1.4103211992010973
0.007045454545454546     -1.75624891968896
0.007121212121212121     -1.493592057610286
0.007196969696969697     -0.7772312335287498
0.007272727272727273     0.006081307555752507
0.007348484848484848     0.764295098301026
0.007424242424242424     1.4101068057165118
0.0075                   1.7556421490302885
0.007575757575757576     1.4897819736942182
0.007651515151515151     0.7892682502433391
0.007727272727272728     0.004233964136060609
0.007803030303030303     -0.7628214336477133
0.00787878787878788      -1.4095079485306798
0.007954545454545454     -1.7595535484010478
0.00803030303030303      -1.4925141773873132
0.008106060606060606     -0.7792718710142537
0.008181818181818182     0.005844178170394552
0.008257575757575757     0.7647283842006884
0.008333333333333333     1.4098590913965416
0.00840909090909091      1.7576211838335636
0.008484848484848484     1.4916714106224944
0.00856060606060606      0.787271206297119
0.008636363636363636     0.005343458780469513
0.008712121212121213     -0.762796593884492
0.008787878787878787     -1.409908945123486
0.008863636363636363     -1.756917613979134
0.00893939393939394      -1.4940421337904055
0.009015151515151516     -0.7781118725044689
0.00909090909090909      0.005587782915802269
0.009166666666666667     0.7624482824789812
0.009242424242424243     1.4113906181722722
0.009318181818181817     1.7558865858715436
0.009393939393939394     1.4919606504680136
0.00946969696969697      0.7897552738434872
0.009545454545454546     0.004818948902339175
0.00962121212121212      -0.7633700206981481
0.009696969696969697     -1.4090005300094417
0.009772727272727273     -1.7567023280391183
0.009848484848484848     -1.4930655096427015
0.009924242424242424     -0.7823097077667733
0.01                     0.007011068900166297
0.010075757575757576     0.7659368379375444
0.010151515151515151     1.4068582925436652
0.010227272727272727     1.7564008812670422
0.010303030303030303     1.4917939563657856
0.010378787878787878     0.7890387895693168
0.010454545454545454     0.004478676841030092
0.01053030303030303      -0.7613130819760436
0.010606060606060607     -1.4090630974461629
0.010681818181818181     -1.7590086656388508
0.010757575757575757     -1.493035459799604
0.010833333333333334     -0.7796958709295624
0.01090909090909091      0.005510432474806641
0.010984848484848484     0.7644848745585598
0.01106060606060606      1.4090660118233174
0.011136363636363637     1.7568810147766492
0.011212121212121211     1.4914974102111993
0.011287878787878788     0.7873287743589739
0.011363636363636364     0.0064030241295092065
0.01143939393939394      -0.7632897744407301
0.011515151515151515     -1.4111222685748197
0.011590909090909091     -1.757773390342359
0.011666666666666667     -1.4944858652848791
0.011742424242424242     -0.777809672171576
0.011818181818181818     0.00305013531073769
0.011893939393939394     0.7696355276807061
0.01196969696969697      1.4087754885064117
0.012045454545454545     1.7559704790555424
0.012121212121212121     1.4927515403772496
