% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 12 2017, 00:18
% Table:              Pressure reflected Inlet - p2-Pin
% Time (s)               Pin-p2 (Pa), Point: 16
0                        -4.2859151350551744E-4
1.9607843137254903E-5    330.84557591852035
3.9215686274509805E-5    531.3172526300563
5.882352941176471E-5     539.2913533007467
7.843137254901961E-5     325.9226497516871
9.803921568627452E-5     3.951861020943761
1.1764705882352942E-4    -334.0163155006146
1.372549019607843E-4     -532.5287854497165
1.5686274509803922E-4    -536.127821178386
1.7647058823529413E-4    -330.9003835705148
1.9607843137254904E-4    1.369176503168262
2.1568627450980392E-4    328.19014065543575
2.3529411764705883E-4    537.2983473374112
2.5490196078431374E-4    532.1712292099611
2.745098039215686E-4     332.7434389985059
2.9411764705882356E-4    -1.5931016916024672
3.1372549019607844E-4    -328.9356820239484
3.333333333333333E-4     -534.0819971766608
3.5294117647058826E-4    -532.9047477153936
3.7254901960784314E-4    -328.45408826588795
3.921568627450981E-4     0.36878672325391454
4.1176470588235296E-4    330.375531599068
4.3137254901960784E-4    533.7000754486903
4.509803921568628E-4     535.6405012602075
4.7058823529411766E-4    329.70594084624275
4.901960784313725E-4     0.9657279655758928
5.098039215686275E-4     -331.0344744812449
5.294117647058824E-4     -535.2139716054659
5.490196078431372E-4     -536.0209142586746
5.686274509803922E-4     -329.2901237447513
5.882352941176471E-4     -1.5536072445998454
6.078431372549019E-4     330.974317442643
6.274509803921569E-4     533.3205154852623
6.470588235294118E-4     534.8866075416015
6.666666666666666E-4     329.1437784718656
6.862745098039216E-4     0.5821360268260523
7.058823529411765E-4     -330.13204664243926
7.254901960784313E-4     -536.077082798547
7.450980392156863E-4     -537.2169503502793
7.647058823529412E-4     -334.16657027260936
7.843137254901962E-4     -3.0711916361176734
8.03921568627451E-4      326.66235199330606
8.235294117647059E-4     534.022933194855
8.431372549019609E-4     541.018897638618
8.627450980392157E-4     330.8943097710544
8.823529411764706E-4     -2.7196828728673808
9.019607843137256E-4     -332.8689799774399
9.215686274509804E-4     -531.0645172062303
9.411764705882353E-4     -536.1228865834149
9.607843137254903E-4     -334.85185325168794
9.80392156862745E-4      2.883990651399388
0.001                    329.22816044096805
0.001019607843137255     533.2623245048483
0.00103921568627451      536.708387182395
0.0010588235294117648    328.28156082630437
0.0010784313725490195    -3.449996530704179
0.0010980392156862745    -324.3548224845766
0.0011176470588235294    -546.726583952955
0.0011372549019607844    -526.7652014065643
0.0011568627450980393    -334.7466759266519
0.0011764705882352942    -18.357345514017826
0.001196078431372549     370.9195340949793
0.0012156862745098039    447.89774764019546
0.0012352941176470588    252.80996049375472
0.0012549019607843138    -26.67169598778537
0.0012745098039215687    -240.30650897593972
0.0012941176470588236    -352.07233410724183
0.0013137254901960786    -304.25426813353783
0.0013333333333333333    -135.79714444301726
0.0013529411764705882    77.53709194495366
0.0013725490196078432    239.7735332414859
0.001392156862745098     283.8354109033094
0.001411764705882353     193.11203305362096
0.001431372549019608     17.921939830081556
0.0014509803921568627    -171.18603373073267
0.0014705882352941176    -322.3103525754199
0.0014901960784313726    -389.9616209287839
0.0015098039215686275    -315.61438243974055
0.0015294117647058824    -122.66742143816111
0.0015490196078431374    111.5449345929569
0.0015686274509803923    291.2681645983464
0.001588235294117647     342.9639571093165
0.001607843137254902     249.15708249154227
0.001627450980392157     56.85049266222336
0.0016470588235294118    -142.0277869085437
0.0016666666666666668    -294.7241392301176
0.0016862745098039217    -353.65450754548397
0.0017058823529411764    -275.5988326172579
0.0017254901960784314    -91.47755087664427
0.0017450980392156863    132.23986882025395
0.0017647058823529412    307.0215549864437
0.0017843137254901962    368.4496192135263
0.0018039215686274511    270.01245819706185
0.0018235294117647058    71.12919365557411
0.0018431372549019608    -139.83452622026573
0.0018627450980392157    -298.27432985273583
0.0018823529411764706    -355.26179369934664
0.0019019607843137256    -273.4526281553784
0.0019215686274509805    -89.86635275701565
0.0019411764705882354    129.30433241607557
