% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 12 2017, 00:18
% Table:              Ave P Plane Multiphysics - 
% Time (s)               aveop2(p) (Pa)
0                        3.1365866239544945E-30
1.9607843137254903E-5    9.646564713210505E-18
3.9215686274509805E-5    4.7961051452550125E-15
5.882352941176471E-5     -6.744761136849171E-13
7.843137254901961E-5     3.787311463714612E-11
9.803921568627452E-5     -2.2485718114148182E-9
1.1764705882352942E-4    6.40819754681836E-8
1.372549019607843E-4     2.695660316796618E-7
1.5686274509803922E-4    -2.3067139942711185E-5
1.7647058823529413E-4    -1.3362712521199918E-4
1.9607843137254904E-4    0.0013923662304261935
2.1568627450980392E-4    0.019008308531191155
2.3529411764705883E-4    0.09870031440139529
2.5490196078431374E-4    0.28823471136480616
2.745098039215686E-4     0.5406222605245228
2.9411764705882356E-4    0.9161727823768164
3.1372549019607844E-4    2.328116982906562
3.333333333333333E-4     5.5228794510186034
3.5294117647058826E-4    4.953094503533095
3.7254901960784314E-4    -4.9903220822903585
3.921568627450981E-4     -3.3610999528975163
4.1176470588235296E-4    7.739476591557826
4.3137254901960784E-4    -9.325423334019687
4.509803921568628E-4     1.1969229453289898
4.7058823529411766E-4    -16.576793171803327
4.901960784313725E-4     7.710021183731969
5.098039215686275E-4     -14.551444490412736
5.294117647058824E-4     23.18163290180771
5.490196078431372E-4     273.74194026524964
5.686274509803922E-4     511.3514659547757
5.882352941176471E-4     555.1893331143161
6.078431372549019E-4     374.64549874352576
6.274509803921569E-4     60.24144673703834
6.470588235294118E-4     -265.36056153950403
6.666666666666666E-4     -548.7107893550972
6.862745098039216E-4     -433.8616648912061
7.058823529411765E-4     -64.77427916607219
7.254901960784313E-4     290.87301919940785
7.450980392156863E-4     488.19523028284505
7.647058823529412E-4     490.0067828144907
7.843137254901962E-4     280.4423980819338
8.03921568627451E-4      -39.45394173536884
8.235294117647059E-4     -332.17503504947365
8.431372549019609E-4     -474.4320701058935
8.627450980392157E-4     -413.71835928175284
8.823529411764706E-4     -164.85222390505282
9.019607843137256E-4     149.08347733780593
9.215686274509804E-4     421.24999093521944
9.411764705882353E-4     556.3836035080775
9.607843137254903E-4     524.4819061499361
9.80392156862745E-4      287.6949336004929
0.001                    -53.6350429500638
0.001019607843137255     -365.2078164549982
