% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 14 2017, 12:37
% Table:              Aceleration Mic 1 - actd.ay
% Time (s)               Local acceleration, z component (m/s^2), Point: 15
0                        3.4772940112489473E-6
7.407407407407407E-5     -6.948246004988631
1.4814814814814815E-4    -88.0803942578129
2.2222222222222223E-4    50.0168016256956
2.962962962962963E-4     -662.6051272641403
3.7037037037037035E-4    -355.9530198790385
4.4444444444444447E-4    -46.81429180046992
5.185185185185185E-4     420.1741080415255
5.925925925925926E-4     636.3358454940255
6.666666666666666E-4     652.9943391243748
7.407407407407407E-4     309.8206844727466
8.148148148148148E-4     68.14144403622758
8.888888888888889E-4     -484.20854598665306
9.62962962962963E-4      -251.12907000609144
0.001037037037037037     -597.7225469180803
0.0011111111111111111    -439.3042352588817
0.0011851851851851852    117.29188855701824
0.0012592592592592592    544.3270555530448
0.0013333333333333333    680.2716279667065
0.0014074074074074073    382.26919873343275
0.0014814814814814814    -43.85292675331891
0.0015555555555555555    -465.28789926701694
0.0016296296296296295    -708.4658388566763
0.0017037037037037036    -576.4841738637206
0.0017777777777777779    -292.52004076907923
0.001851851851851852     151.32040500446982
0.001925925925925926     502.00495191369964
0.002                    672.3021414020545
0.002074074074074074     573.715959702029
0.002148148148148148     255.68695591810445
0.0022222222222222222    -118.66868327267991
0.0022962962962962963    -503.9875280140503
0.0023703703703703703    -659.8410135514303
0.0024444444444444444    -553.4222959924939
0.0025185185185185185    -268.452174978384
0.0025925925925925925    146.90276489303017
0.0026666666666666666    485.115828606544
0.0027407407407407406    661.2145187860403
0.0028148148148148147    565.0965227778956
0.0028888888888888888    259.1352721918431
0.002962962962962963     -125.65051477202996
0.003037037037037037     -501.92108779532043
0.003111111111111111     -647.5265387057186
0.003185185185185185     -560.4556951001975
0.003259259259259259     -261.0264670133391
0.003333333333333333     145.61500745912545
0.003407407407407407     484.976529925118
0.0034814814814814812    662.3471424052188
0.0035555555555555557    559.2794565864344
0.00362962962962963      263.1081632067308
0.003703703703703704     -134.2342158568348
0.003777777777777778     -497.5534699028075
0.003851851851851852     -647.1249873058202
0.003925925925925926     -570.3569377860567
0.004                    -261.3363114017749
0.004074074074074074     133.60447547378902
0.004148148148148148     493.2047240706778
0.004222222222222222     657.6171625104212
0.004296296296296296     556.8213878274446
0.00437037037037037      263.81186381465943
0.0044444444444444444    -142.12626988511147
0.004518518518518518     -492.33560664692504
0.0045925925925925926    -658.5450787544958
0.004666666666666666     -572.0347176081491
0.004740740740740741     -256.6065249731118
0.004814814814814815     137.42210337348018
0.004888888888888889     490.4695957274953
0.004962962962962963     650.7611367876743
0.005037037037037037     555.1054829714712
0.005111111111111111     265.1510300818047
0.005185185185185185     -142.73144553484474
0.0052592592592592595    -486.72406258093645
0.005333333333333333     -659.2095896721557
0.005407407407407408     -565.2188875562865
0.005481481481481481     -256.6474932888772
0.005555555555555556     138.33869876065256
0.005629629629629629     496.90757301711056
0.005703703703703704     655.6349254202603
0.0057777777777777775    565.6798195411143
0.005851851851851852     260.83555858319954
0.005925925925925926     -140.25290586788617
0.006                    -480.6265442157357
0.006074074074074074     -655.4686369619566
0.006148148148148148     -561.554259892491
0.006222222222222222     -261.2826478980859
0.006296296296296296     143.88863523355494
0.00637037037037037      491.94273809244646
0.0064444444444444445    656.6022035016424
0.006518518518518518     568.1236449586063
0.006592592592592593     259.8298815881263
0.006666666666666666     -139.3333060796061
0.006740740740740741     -487.15509321596096
0.006814814814814814     -656.3212524817799
0.006888888888888889     -565.0274137498213
0.0069629629629629625    -261.41121522880553
0.007037037037037037     143.0233152277362
0.0071111111111111115    486.35729620773134
0.007185185185185185     653.7556837508253
0.00725925925925926      561.2612356304192
0.007333333333333333     253.0828655415259
0.007407407407407408     -141.47949287578575
0.007481481481481481     -490.43548834744536
0.007555555555555556     -662.485894203603
0.0076296296296296294    -567.0303435854808
0.007703703703703704     -261.85548483402584
0.0077777777777777776    140.3595016703861
0.007851851851851851     486.10467054420735
0.007925925925925927     654.998084007884
0.008                    565.5999910192352
0.008074074074074074     256.6865972266096
0.008148148148148147     -139.2877071932174
0.008222222222222223     -489.13386911592715
0.008296296296296296     -657.5156334260132
0.00837037037037037      -561.4108968134353
0.008444444444444444     -257.9993620620555
0.008518518518518519     144.00880801727922
0.008592592592592593     488.2396402984888
0.008666666666666666     659.5115258697031
0.00874074074074074      570.7947930450039
0.008814814814814815     256.99775076037724
0.008888888888888889     -135.3838406964608
0.008962962962962963     -488.37944176255786
0.009037037037037036     -653.8908241792608
0.009111111111111111     -564.6116267531872
0.009185185185185185     -257.45890237163064
0.009259259259259259     141.9128725452769
0.009333333333333332     488.8007056060434
0.009407407407407408     655.5376247079544
0.009481481481481481     563.1764199182439
0.009555555555555555     258.29647157449836
0.00962962962962963      -140.4294271722752
0.009703703703703704     -487.6381000560879
0.009777777777777778     -658.5041095996355
0.009851851851851851     -569.2181905412687
0.009925925925925927     -256.4663661385012
0.01                     140.81209622860985
0.010074074074074074     488.4148220057616
0.010148148148148147     655.9915201449917
0.010222222222222223     562.9735280301406
0.010296296296296296     254.74482242924557
0.01037037037037037      -142.781953523359
0.010444444444444444     -486.7570172206585
0.010518518518518519     -665.1920459986843
0.010592592592592593     -564.3108344115592
0.010666666666666666     -260.2759101558986
0.01074074074074074      141.21082336525114
0.010814814814814815     483.48218926976426
0.010888888888888889     656.1261175130769
0.010962962962962963     564.3805055863711
0.011037037037037036     249.43205938967384
0.011111111111111112     -140.02500177997288
