% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 14 2017, 12:37
% Table:              Pressure incident Inlet - Pin
% Time (s)               Incident pressure (Pa), Point: 16
0                        0
7.407407407407407E-5     37.17480344601846
1.4814814814814815E-4    60.150095500754574
2.2222222222222223E-4    60.150095500754574
2.962962962962963E-4     37.174803446018466
3.7037037037037035E-4    7.745346429080777E-15
4.4444444444444447E-4    -37.17480344601847
5.185185185185185E-4     -60.15009550075459
5.925925925925926E-4     -60.15009550075458
6.666666666666666E-4     -37.17480344601847
7.407407407407407E-4     -1.5490692858161554E-14
8.148148148148148E-4     37.174803446018444
8.888888888888889E-4     60.15009550075459
9.62962962962963E-4      60.150095500754546
0.001037037037037037     37.17480344601838
0.0011111111111111111    2.3236039287242327E-14
0.0011851851851851852    -37.17480344601844
0.0012592592592592592    -60.15009550075457
0.0013333333333333333    -60.15009550075459
0.0014074074074074073    -37.17480344601848
0.0014814814814814814    -3.098138571632311E-14
0.0015555555555555555    37.17480344601843
0.0016296296296296295    60.15009550075457
0.0017037037037037036    60.15009550075459
0.0017777777777777779    37.174803446018394
0.001851851851851852     -7.361993884905058E-14
0.001925925925925926     -37.17480344601861
0.002                    -60.15009550075463
0.002074074074074074     -60.15009550075452
0.002148148148148148     -37.17480344601831
0.0022222222222222222    -4.6472078574484655E-14
0.0022962962962962963    37.174803446018416
0.0023703703703703703    60.15009550075456
0.0024444444444444444    60.150095500754595
0.0025185185185185185    37.1748034460185
0.0025925925925925925    5.421742500356543E-14
0.0026666666666666666    -37.17480344601841
0.0027407407407407406    -60.15009550075456
0.0028148148148148147    -60.150095500754595
0.0028888888888888888    -37.17480344601851
0.002962962962962963     -6.196277143264621E-14
0.003037037037037037     37.17480344601841
0.003111111111111111     60.15009550075456
0.003185185185185185     60.150095500754595
0.003259259259259259     37.174803446018515
0.003333333333333333     6.970811786172698E-14
0.003407407407407407     -37.1748034460184
0.0034814814814814812    -60.15009550075455
0.0035555555555555557    -60.15009550075453
0.00362962962962963      -37.17480344601834
0.003703703703703704     1.4723987769810116E-13
0.003777777777777778     37.17480344601858
0.003851851851851852     60.150095500754695
0.003925925925925926     60.15009550075453
0.004                    37.17480344601816
0.004074074074074074     -1.3949453126902037E-13
0.004148148148148148     -37.17480344601875
0.004222222222222222     -60.15009550075449
0.004296296296296296     -60.150095500754475
0.00437037037037037      -37.17480344601871
0.0044444444444444444    -9.294415714896931E-14
0.004518518518518518     37.174803446018196
0.0045925925925925926    60.150095500754546
0.004666666666666666     60.15009550075468
0.004740740740740741     37.17480344601854
0.004814814814814815     -1.240038384108588E-13
0.004888888888888889     -37.17480344601837
0.004962962962962963     -60.15009550075462
0.005037037037037037     -60.15009550075461
0.005111111111111111     -37.17480344601836
0.005185185185185185     -1.0843485000713086E-13
0.0052592592592592595    37.17480344601855
0.005333333333333333     60.15009550075454
0.005407407407407408     60.15009550075454
0.005481481481481481     37.17480344601855
0.005555555555555556     -1.0851314555269727E-13
0.005629629629629629     -37.17480344601836
0.005703703703703704     -60.15009550075461
0.0057777777777777775    -60.15009550075462
0.005851851851851852     -37.17480344601837
0.005925925925925926     -1.2392554286529243E-13
0.006                    37.17480344601854
0.006074074074074074     60.15009550075454
0.006148148148148148     60.150095500754546
0.006222222222222222     37.174803446018565
0.006296296296296296     -9.302245269453571E-14
0.00637037037037037      -37.174803446018345
0.0064444444444444445    -60.1500955007546
0.006518518518518518     -60.15009550075462
0.006592592592592593     -37.17480344601839
0.006666666666666666     -1.3941623572345396E-13
0.006740740740740741     37.17480344601853
0.006814814814814814     60.15009550075453
0.006888888888888889     60.15009550075455
0.0069629629629629625    37.17480344601858
0.007037037037037037     -7.753175983637417E-14
0.0071111111111111115    -37.1748034460187
0.007185185185185185     -60.1500955007546
0.00725925925925926      -60.15009550075449
0.007333333333333333     -37.1748034460184
0.007407407407407408     2.944797553962023E-13
0.007481481481481481     37.174803446018515
0.007555555555555556     60.15009550075467
0.0076296296296296294    60.150095500754425
0.007703703703703704     37.17480344601786
0.0077777777777777776    -6.204106697821262E-14
0.007851851851851851     -37.174803446018686
0.007925925925925927     -60.15009550075474
0.008                    -60.150095500754354
0.008074074074074074     -37.17480344601841
0.008148148148148147     2.7898906253804074E-13
0.008222222222222223     37.17480344601886
0.008296296296296296     60.1500955007548
0.00837037037037037      60.15009550075456
0.008444444444444444     37.17480344601896
0.008518518518518519     -4.959370580978689E-13
0.008592592592592593     -37.17480344601904
0.008666666666666666     -60.15009550075459
0.00874074074074074      -60.15009550075477
0.008814814814814815     -37.17480344601806
0.008888888888888889     -1.8588831429793862E-13
0.008962962962962963     37.17480344601849
0.009037037037037036     60.15009550075438
0.009111111111111111     60.15009550075443
0.009185185185185185     37.174803446018615
0.009259259259259259     -3.105968126188951E-14
0.009333333333333332     -37.17480344601794
0.009407407407407408     -60.15009550075472
0.009481481481481481     -60.15009550075464
0.009555555555555555     -37.17480344601844
0.00962962962962963      2.480076768217176E-13
0.009703703703703704     37.174803446018835
0.009777777777777778     60.15009550075451
0.009851851851851851     60.150095500754574
0.009925925925925927     37.17480344601826
0.01                     -4.649556723815457E-13
0.010074074074074074     -37.17480344601829
0.010148148148148147     -60.15009550075458
0.010222222222222223     -60.15009550075451
0.010296296296296296     -37.17480344601808
0.01037037037037037      -2.1686970001426171E-13
0.010444444444444444     37.174803446018466
0.010518518518518519     60.150095500754645
0.010592592592592593     60.15009550075444
0.010666666666666666     37.174803446018636
0.01074074074074074      -7.829554556640664E-17
0.010814814814814815     -37.174803446018636
0.010888888888888889     -60.150095500754716
0.010962962962962963     -60.150095500754645
0.011037037037037036     -37.174803446018466
0.011111111111111112     2.1702629110539455E-13
