% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:26
% Table:              Av vel Plane Acoustic - V plane ac (aveop3(actd.a_inst/(2*pi*f0)))
% Time (s)               Average Velocity Plane Acoustic (m/s^2)
0                        4.635600247339494E-19
2.032520325203252E-5     -4.4145265303224493E-11
4.065040650406504E-5     -1.3796321419779052E-9
6.097560975609756E-5     1.6024649986483094E-7
8.130081300813008E-5     2.279973482037742E-5
1.016260162601626E-4     -8.934856814244243E-4
1.2195121951219512E-4    -0.01164639332588166
1.4227642276422764E-4    0.0663276080189829
1.6260162601626016E-4    1.9227689696237669
1.8292682926829268E-4    16.78334496684469
2.032520325203252E-4     93.38099109928363
2.2357723577235772E-4    390.1364308322622
2.4390243902439024E-4    1236.2603795428436
2.6422764227642276E-4    2591.1242346658864
2.845528455284553E-4     2264.8326602873854
3.048780487804878E-4     -1696.0897593789389
3.252032520325203E-4     -862.2381736939008
3.4552845528455285E-4    3741.1564438986047
3.6585365853658537E-4    -3164.090494152195
3.861788617886179E-4     3656.274360869902
4.065040650406504E-4     -5132.748870555469
4.268292682926829E-4     5680.202113744886
4.4715447154471545E-4    -709.852591509704
4.6747967479674797E-4    -32527.020644288266
4.878048780487805E-4     -24757.384618839937
5.08130081300813E-4      -11516.24057052583
5.284552845528455E-4     10601.10326352056
5.487804878048781E-4     22846.806969837988
5.691056910569106E-4     31729.557701413276
5.89430894308943E-4      36103.22924598107
6.097560975609756E-4     27628.758675660705
6.300813008130082E-4     9488.424140176861
6.504065040650406E-4     -4855.1507534319135
6.707317073170731E-4     -25794.113773988494
6.910569105691057E-4     -33683.41272462496
7.113821138211383E-4     -33647.84234954269
7.317073170731707E-4     -34692.83418097362
7.520325203252032E-4     9164.602408019091
7.723577235772358E-4     26953.864178223044
7.926829268292683E-4     30653.28439065251
8.130081300813008E-4     22595.578938610506
8.333333333333333E-4     17956.67565027562
8.536585365853659E-4     2416.6788639190436
8.739837398373984E-4     -8425.473951600838
8.943089430894309E-4     -17297.518827000145
9.146341463414634E-4     -17961.969851019592
9.349593495934959E-4     -20277.654609981884
9.552845528455285E-4     -12953.773725336107
9.75609756097561E-4      -5738.790186800662
9.959349593495934E-4     4978.274047589966
0.001016260162601626     16095.107881161231
0.0010365853658536586    23086.194835304013
0.001056910569105691     19757.55028945096
0.0010772357723577235    14215.8813665247
0.0010975609756097562    -1010.9196011545675
0.0011178861788617887    -7385.882264756396
0.0011382113821138211    -16152.425120377151
0.0011585365853658536    -18163.079044575985
0.001178861788617886     -22288.11688738997
0.0011991869918699188    -14635.29587275735
0.0012195121951219512    -160.59961398165152
0.0012398373983739837    10310.981053522592
0.0012601626016260164    15838.46511626758
0.0012804878048780488    20230.05185877728
0.0013008130081300813    17523.442012716965
0.0013211382113821138    14056.563041607309
0.0013414634146341462    1337.8286315842274
0.001361788617886179     -8585.463452180174
0.0013821138211382114    -17350.280015925502
0.0014024390243902438    -20673.722399321767
0.0014227642276422765    -21441.813937598574
0.001443089430894309     -12737.039491227884
0.0014634146341463415    416.60954496253396
0.001483739837398374     9837.411355819311
0.0015040650406504064    16967.101963591012
0.001524390243902439     18222.17190109866
0.0015447154471544715    21187.053829828685
0.001565040650406504     12763.199806849036
0.0015853658536585367    1613.5199790407914
0.0016056910569105692    -10268.57670468118
0.0016260162601626016    -17654.21861530535
0.001646341463414634     -20837.123335104447
0.0016666666666666666    -18447.114444432897
0.0016869918699186992    -13882.253367982386
0.0017073170731707317    -509.4477742897794
0.0017276422764227642    9198.843832726194
0.0017479674796747969    17566.818227684398
0.0017682926829268293    19827.244363724818
0.0017886178861788618    20786.833781968886
0.0018089430894308943    11644.33578308871
0.0018292682926829267    1037.2860991570867
0.0018495934959349594    -10785.234687033713
0.0018699186991869919    -15971.074052535472
0.0018902439024390243    -20248.9832058651
0.001910569105691057     -19162.536323365923
0.0019308943089430895    -14327.070494956006
0.001951219512195122     -70.98081309682011
0.0019715447154471546    9426.279391964963
0.001991869918699187     19026.643985621733
0.0020121951219512196    19403.288111588456
0.002032520325203252     19580.75181240418
0.0020528455284552845    11770.002200738718
0.002073170731707317     1322.0501034662873
0.0020934959349593494    -9646.224393741833
0.002113821138211382     -15697.467263646184
0.002134146341463415     -21996.543282197366
0.002154471544715447     -19289.738033827965
0.0021747967479674797    -13934.586557529225
0.0021951219512195124    694.9579144137327
0.0022154471544715447    10055.294308537814
0.0022357723577235773    17319.49456313043
0.0022560975609756096    18964.26835388446
0.0022764227642276423    20009.91296003738
0.002296747967479675     12400.366412255704
0.002317073170731707     1599.6012897280498
0.00233739837398374      -9727.128764921443
0.002357723577235772     -17519.01751553806
0.002378048780487805     -20434.251555714764
0.0023983739837398375    -19740.661015194648
0.0024186991869918698    -13339.844623341261
0.0024390243902439024    -14.071262139460854
0.002459349593495935     9283.734017815139
0.0024796747967479674    17628.395090100268
0.0025                   19629.5926183331
0.0025203252032520327    19780.541166505223
0.002540650406504065     13159.307751528935
0.0025609756097560977    342.2935130439074
0.00258130081300813      -9765.668597337824
0.0026016260162601626    -17177.75043710321
0.0026219512195121953    -19835.41608703751
0.0026422764227642275    -19795.14919472521
0.00266260162601626      -13048.127447757894
0.0026829268292682925    -1175.5716559282232
0.002703252032520325     10675.734025918044
0.002723577235772358     17280.37174344227
0.00274390243902439      20208.223580516482
0.0027642276422764228    19233.889604008913
0.0027845528455284554    13016.6413158516
0.0028048780487804877    160.67778369039888
0.0028252032520325204    -8694.366607546492
0.002845528455284553     -18023.779414144352
0.0028658536585365853    -19293.715627197445
0.002886178861788618     -20692.3133170097
0.0029065040650406502    -12963.20761528988
0.002926829268292683     -727.2813495704454
0.0029471544715447156    10645.563852372357
0.002967479674796748     17074.202826193097
0.0029878048780487805    20410.955194365644
0.003008130081300813     18538.279211861318
0.0030284552845528455    13415.32261316667
0.003048780487804878     341.94194599982495
0.0030691056910569104    -8896.403970968735
0.003089430894308943     -17802.866080658998
0.0031097560975609758    -19857.643416430197
0.003130081300813008     -20380.27257354546
0.0031504065040650407    -12430.9906805789
0.0031707317073170734    -712.9113400358538
0.0031910569105691056    10489.443940242609
0.0032113821138211383    17214.23112913337
0.0032317073170731706    19836.280970390428
0.0032520325203252032    19415.9962665486
