% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:26
% Table:              Pressure reflected Inlet - p2-Pin
% Time (s)               p2-Pin (Pa), Point: 16
0                        3.893263327042716E-4
2.032520325203252E-5     -281.48467933742904
4.065040650406504E-5     -484.5189702692717
6.097560975609756E-5     -564.8789308239066
8.130081300813008E-5     -484.29405831396184
1.016260162601626E-4     -284.2799000027728
1.2195121951219512E-4    3.720187378658897
1.4227642276422764E-4    277.72200136225376
1.6260162601626016E-4    490.34436978352534
1.8292682926829268E-4    559.4817932707243
2.032520325203252E-4     489.7631977758399
2.2357723577235772E-4    279.1858614674073
2.4390243902439024E-4    1.5511498103909205
2.6422764227642276E-4    -282.0442719412366
2.845528455284553E-4     -486.3826008845192
3.048780487804878E-4     -562.2373998551252
3.252032520325203E-4     -487.06786033196363
3.4552845528455285E-4    -280.17243633840604
3.6585365853658537E-4    0.033373736156138124
3.861788617886179E-4     282.65163677457645
4.065040650406504E-4     486.71318451525576
4.268292682926829E-4     563.1839209714525
4.4715447154471545E-4    486.5265123165807
4.6747967479674797E-4    281.18316669287566
4.878048780487805E-4     0.16288489425736508
5.08130081300813E-4      -281.3757352896361
5.284552845528455E-4     -486.48853734886507
5.487804878048781E-4     -562.1782558181752
5.691056910569106E-4     -486.7685925667922
5.89430894308943E-4      -280.9757492554596
6.097560975609756E-4     -0.41622208670061056
6.300813008130082E-4     282.87280388622713
6.504065040650406E-4     487.4148398738396
6.707317073170731E-4     563.8634328407762
6.910569105691057E-4     486.28064789578707
7.113821138211383E-4     280.23129526406996
7.317073170731707E-4     -0.3746742134242865
7.520325203252032E-4     -280.43033315702644
7.723577235772358E-4     -489.6438315496604
7.926829268292683E-4     -558.0473726849975
8.130081300813008E-4     -484.4797510945554
8.333333333333333E-4     -278.2971706723897
8.536585365853659E-4     -2.7060894462123932
8.739837398373984E-4     277.9326797768069
8.943089430894309E-4     490.6651977383075
9.146341463414634E-4     561.9174685454468
9.349593495934959E-4     482.9095850486923
9.552845528455285E-4     285.32140166642904
9.75609756097561E-4      -2.347496288866348
9.959349593495934E-4     -281.6583359091324
0.001016260162601626     -485.5888749736238
0.0010365853658536586    -563.1207149159718
0.001056910569105691     -489.12659042293757
0.0010772357723577235    -277.91373674759825
0.0010975609756097562    -4.080938543045214
0.0011178861788617887    291.6372813483114
0.0011382113821138211    474.77440085337724
0.0011585365853658536    577.5009664931257
0.001178861788617886     487.73269384562894
0.0011991869918699188    254.7900278330137
0.0012195121951219512    102.18779419912784
0.0012398373983739837    -14.694117604753842
0.0012601626016260164    -152.61607946696495
0.0012804878048780488    -290.5627675741848
0.0013008130081300813    -356.32541626788145
0.0013211382113821138    -342.9258328904273
0.0013414634146341462    -233.2461983665835
0.001361788617886179     -47.27944274143249
0.0013821138211382114    179.2722957301304
0.0014024390243902438    363.90705743217745
0.0014227642276422765    463.5714168877003
0.001443089430894309     438.3203065121774
0.0014634146341463415    294.60190286045616
0.001483739837398374     103.24788326251416
0.0015040650406504064    -105.96892669098133
0.001524390243902439     -273.3947496128119
0.0015447154471544715    -374.76250595266197
0.001565040650406504     -381.56359186512736
0.0015853658536585367    -270.2246505581426
0.0016056910569105692    -77.32617422209535
0.0016260162601626016    147.62542979024704
0.001646341463414634     313.17295078191626
0.0016666666666666666    403.38384856065704
0.0016869918699186992    410.53296894328435
0.0017073170731707317    308.1904237455759
0.0017276422764227642    124.73099221079508
0.0017479674796747969    -101.60028919501269
0.0017682926829268293    -290.44121897812954
0.0017886178861788618    -388.7585286755067
0.0018089430894308943    -384.1048469624506
0.0018292682926829267    -275.6134182319866
0.0018495934959349594    -92.01246173202492
0.0018699186991869919    118.83435505143518
0.0018902439024390243    290.54259793185327
0.001910569105691057     394.30862833017306
0.0019308943089430895    402.89564606359966
0.001951219512195122     307.529542142167
0.0019715447154471546    120.31663184797571
0.001991869918699187     -108.53499919676472
0.0020121951219512196    -287.9470186003156
0.002032520325203252     -383.24809816121
0.0020528455284552845    -385.9449824135737
0.002073170731707317     -288.65800477484646
0.0020934959349593494    -111.85902380165044
0.002113821138211382     104.23906622402001
0.002134146341463415     291.93604126889045
0.002154471544715447     391.0454179323433
0.0021747967479674797    395.23083157903545
0.0021951219512195124    295.2494024308394
0.0022154471544715447    111.71977726260218
0.0022357723577235773    -102.68541782136629
0.0022560975609756096    -284.85049817625986
0.0022764227642276423    -384.1597380432481
0.002296747967479675     -394.5413852723834
0.002317073170731707     -297.48639489425807
0.00233739837398374      -114.11293900269459
0.002357723577235772     110.77519448712587
0.002378048780487805     290.44370562044924
0.0023983739837398375    384.92891785410177
0.0024186991869918698    388.4821918048927
0.0024390243902439024    292.58030718429535
0.002459349593495935     118.72935723779415
0.0024796747967479674    -100.0271248272469
0.0025                   -288.8608762442062
0.0025203252032520327    -389.7630949840727
0.002540650406504065     -396.50261871413636
0.0025609756097560977    -289.96170438625114
0.00258130081300813      -105.20514703815115
0.0026016260162601626    110.01725925986614
0.0026219512195121953    286.92789673614004
0.0026422764227642275    383.01625154017927
0.00266260162601626      391.5478120031072
0.0026829268292682925    299.55078158199643
0.002703252032520325     115.21717172182514
0.002723577235772358     -107.13102005744327
0.00274390243902439      -291.4363289000878
0.0027642276422764228    -390.20212879582755
0.0027845528455284554    -391.2348672459517
0.0028048780487804877    -289.23562019920325
0.0028252032520325204    -109.95509629857611
0.002845528455284553     108.14499489018397
0.0028658536585365853    285.9248772544082
0.002886178861788618     387.50473658418616
0.0029065040650406502    393.7420111040799
0.002926829268292683     294.38717980690103
0.0029471544715447156    112.11611658560253
0.002967479674796748     -106.57603782402373
0.0029878048780487805    -289.0274279263024
0.003008130081300813     -386.4934109879662
0.0030284552845528455    -393.89314091552257
0.003048780487804878     -294.8035387937979
0.0030691056910569104    -112.14123421606405
0.003089430894308943     107.18914669964681
0.0031097560975609758    289.13261240600616
0.003130081300813008     386.1036419129051
0.0031504065040650407    389.7065540342646
0.0031707317073170734    294.4560330284866
0.0031910569105691056    115.06951036916098
0.0032113821138211383    -103.78398628755008
0.0032317073170731706    -287.1917130720225
0.0032520325203252032    -389.0231100216031
