% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:26
% Table:              Pressure Mic 2 - 
% Time (s)               Pressure (Pa), Point: 14
0                        2.1401815471804653E-16
2.032520325203252E-5     4.598034948726116E-10
4.065040650406504E-5     6.88036367432393E-7
6.097560975609756E-5     4.571731734389617E-6
8.130081300813008E-5     -0.0010921639107939732
1.016260162601626E-4     -0.007227682451656596
1.2195121951219512E-4    0.027840519689648124
1.4227642276422764E-4    0.46374682545350665
1.6260162601626016E-4    2.1641475023288463
1.8292682926829268E-4    4.181146000756248
2.032520325203252E-4     -1.0763481422033627
2.2357723577235772E-4    -8.476194137058629
2.4390243902439024E-4    11.828392835599114
2.6422764227642276E-4    -6.425936182473989
2.845528455284553E-4     8.620743106851437
3.048780487804878E-4     -22.262084426362364
3.252032520325203E-4     107.493946238404
3.4552845528455285E-4    366.66530202718394
3.6585365853658537E-4    526.5766712851838
3.861788617886179E-4     554.8292809070449
4.065040650406504E-4     428.80472880967517
4.268292682926829E-4     191.71937844793382
4.4715447154471545E-4    -97.75368228296045
4.6747967479674797E-4    -363.32709940433637
4.878048780487805E-4     -528.5117007486443
5.08130081300813E-4      -556.6099350458421
5.284552845528455E-4     -424.24766317371905
5.487804878048781E-4     -192.48555203784343
5.691056910569106E-4     101.724867183911
5.89430894308943E-4      368.26021812769864
6.097560975609756E-4     534.6190792142534
6.300813008130082E-4     560.8752879869456
6.504065040650406E-4     423.44603556840786
6.707317073170731E-4     187.3545732357974
6.910569105691057E-4     -95.29182283368084
7.113821138211383E-4     -367.4615911991311
7.317073170731707E-4     -529.6239482202144
7.520325203252032E-4     -550.9314634125201
7.723577235772358E-4     -432.50538154422026
7.926829268292683E-4     -189.20380485151986
8.130081300813008E-4     103.77204962195904
8.333333333333333E-4     354.8877032432602
8.536585365853659E-4     547.8977891859026
8.739837398373984E-4     524.951553479431
8.943089430894309E-4     470.3952183545961
9.146341463414634E-4     408.7490269023812
9.349593495934959E-4     230.7519453054912
9.552845528455285E-4     -57.25739067583778
9.75609756097561E-4      -344.3511602691211
9.959349593495934E-4     -546.7504854871913
0.001016260162601626     -614.224504055503
0.0010365853658536586    -499.43245970852763
0.001056910569105691     -229.20241717006695
0.0010772357723577235    121.34544255373632
0.0010975609756097562    439.7619004769183
0.0011178861788617887    653.0384812779796
0.0011382113821138211    686.7883869186594
0.0011585365853658536    549.0718351318164
0.001178861788617886     297.26923177557745
0.0011991869918699188    -36.65864228149725
0.0012195121951219512    -347.5452368966114
0.0012398373983739837    -582.333636561401
0.0012601626016260164    -648.9946435814642
0.0012804878048780488    -531.9101169269992
0.0013008130081300813    -256.84147100840426
0.0013211382113821138    77.92786533592069
0.0013414634146341462    378.9217406506411
0.001361788617886179     609.811598882343
0.0013821138211382114    686.1002233489548
0.0014024390243902438    576.007623028897
0.0014227642276422765    306.3084754027501
0.001443089430894309     -46.12505748828711
0.0014634146341463415    -366.0908987484955
0.001483739837398374     -586.9511055298044
0.0015040650406504064    -653.8623211835256
0.001524390243902439     -543.9555257638831
0.0015447154471544715    -281.416418878855
0.001565040650406504     49.13710550916408
0.0015853658536585367    367.19063857683955
0.0016056910569105692    602.6781273769411
0.0016260162601626016    683.6345507201295
0.001646341463414634     574.5714442504859
0.0016666666666666666    296.13992531124694
0.0016869918699186992    -44.007497580536224
0.0017073170731707317    -361.7914134084572
0.0017276422764227642    -586.2953174732045
0.0017479674796747969    -664.2215803959111
0.0017682926829268293    -560.9908476970309
0.0017886178861788618    -299.29220076085375
0.0018089430894308943    45.429489849024165
0.0018292682926829267    369.88068857295895
0.0018495934959349594    594.1741616914464
0.0018699186991869919    673.7280363301383
0.0018902439024390243    561.0351606928488
0.001910569105691057     298.88041285476993
0.0019308943089430895    -38.44475881656191
0.001951219512195122     -361.46280276690794
0.0019715447154471546    -591.5525492702662
0.001991869918699187     -675.7651232673101
0.0020121951219512196    -563.2204330948297
0.002032520325203252     -296.27818865833825
0.0020528455284552845    49.7139596005128
0.002073170731707317     362.4008484883541
0.0020934959349593494    589.3505562323766
0.002113821138211382     667.537212196443
0.002134146341463415     565.7991449125872
0.002154471544715447     305.2353400958301
0.0021747967479674797    -42.98221633324149
0.0021951219512195124    -365.25869635135837
0.0022154471544715447    -597.1072269088133
0.0022357723577235773    -670.7556698096291
0.0022560975609756096    -553.4873879406196
0.0022764227642276423    -292.63761319831764
0.002296747967479675     46.15166807879897
0.002317073170731707     359.39791040669485
0.00233739837398374      591.5415173133894
0.002357723577235772     673.0391945818898
0.002378048780487805     567.8017518616642
0.0023983739837398375    296.94012457763614
0.0024186991869918698    -46.011245890227286
0.0024390243902439024    -367.3545949439845
0.002459349593495935     -594.2625223209178
0.0024796747967479674    -665.8154263552415
0.0025                   -559.5074868309001
0.0025203252032520327    -295.6196495714195
0.002540650406504065     44.280284068159325
0.0025609756097560977    362.37098201921054
0.00258130081300813      594.6308724980076
0.0026016260162601626    670.6759985203662
0.0026219512195121953    563.5443440510891
0.0026422764227642275    296.19344022155417
0.00266260162601626      -44.4696218933864
0.0026829268292682925    -364.3561776593682
0.002703252032520325     -592.5829046771495
0.002723577235772358     -672.474433433514
0.00274390243902439      -562.6519821599189
0.0027642276422764228    -296.3906705760959
0.0027845528455284554    45.42754119592982
0.0028048780487804877    364.4068759315771
0.0028252032520325204    589.4611651972674
0.002845528455284553     669.7630360366766
0.0028658536585365853    564.9302465370408
0.002886178861788618     300.48148871579485
0.0029065040650406502    -42.53227146694196
0.002926829268292683     -364.22756063677974
0.0029471544715447156    -595.7449543051644
0.002967479674796748     -670.6373588031988
0.0029878048780487805    -560.038507075104
0.003008130081300813     -295.98388715382816
0.0030284552845528455    46.138283841646405
0.003048780487804878     359.33738745736605
0.0030691056910569104    591.1318336778098
0.003089430894308943     671.5590252574755
0.0031097560975609758    565.9744759567751
0.003130081300813008     301.9144894929705
0.0031504065040650407    -45.04297597262277
0.0031707317073170734    -365.5945146855976
0.0031910569105691056    -595.175061640689
0.0032113821138211383    -668.3378220386388
0.0032317073170731706    -560.1652184863912
0.0032520325203252032    -295.77158739697427
