% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 12 2017, 00:12
% Table:              Pressure reflected Inlet - p2-Pin
% Time (s)               Pin-p2 (Pa), Point: 16
0                        -4.165815822309519E-4
2.0618556701030927E-5    330.8850009357233
4.1237113402061855E-5    531.6300650253086
6.185567010309279E-5     538.4999288725439
8.247422680412371E-5     326.6690990198982
1.0309278350515463E-4    4.0125733055500366
1.2371134020618558E-4    -335.0797501307547
1.443298969072165E-4     -530.7578639174053
1.6494845360824742E-4    -538.4203227643312
1.8556701030927834E-4    -328.041490111107
2.0618556701030926E-4    -1.9727652429126248
2.268041237113402E-4     331.5207909485427
2.4742268041237116E-4    534.6190523575418
2.6804123711340205E-4    534.133189800861
2.88659793814433E-4      331.59823534463555
3.092783505154639E-4     -1.462730227516921
3.2989690721649484E-4    -328.99915625242716
3.505154639175258E-4     -536.5269019524252
3.711340206185567E-4     -533.382213972742
3.9175257731958763E-4    -331.84235096134677
4.123711340206185E-4     1.0272332168636988
4.3298969072164947E-4    330.1048943387045
4.536082474226804E-4     535.0185563103392
4.742268041237113E-4     534.7723451278802
4.948453608247423E-4     330.1452285750836
5.154639175257732E-4     0.0649317527164512
5.360824742268041E-4     -329.97998523174994
5.56701030927835E-4      -534.5163785156611
5.77319587628866E-4      -534.5881661306356
5.979381443298969E-4     -330.4229193788573
6.185567010309278E-4     0.6541863300048056
6.391752577319588E-4     331.4230423069107
6.597938144329897E-4     536.0695386367297
6.804123711340206E-4     535.1435466217532
7.010309278350516E-4     328.908413222704
7.216494845360825E-4     -1.82245898790071
7.422680412371134E-4     -330.3774876286792
7.628865979381444E-4     -537.951363887243
7.835051546391753E-4     -538.4660491116875
8.041237113402062E-4     -327.84600416551416
8.24742268041237E-4      1.136470939070658
8.45360824742268E-4      333.5479568966582
8.659793814432989E-4     530.6516531152909
8.865979381443298E-4     531.0653508168763
9.072164948453608E-4     337.8914014341359
9.278350515463917E-4     -0.24489418988744305
9.484536082474226E-4     -332.1174766268262
9.690721649484536E-4     -530.3851569303002
9.896907216494846E-4     -538.2538943860067
0.0010103092783505154    -330.3751953776799
0.0010309278350515464    0.5401156438871026
0.0010515463917525772    333.09513017941
0.0010721649484536082    530.2392582670278
0.0010927835051546392    539.9879793744994
0.00111340206185567      320.23006406149324
0.001134020618556701     10.17824545814955
0.001154639175257732     -339.66998359911884
0.0011752577319587628    -546.7251326684197
0.0011958762886597938    -496.9646577230378
0.0012164948453608248    -424.23887083885916
0.0012371134020618556    -286.29770006442976
0.0012577319587628866    -19.752297848802755
0.0012783505154639176    307.65493393390636
0.0012989690721649484    523.3383408638249
0.0013195876288659794    569.8981207107521
0.0013402061855670104    390.9116502672526
0.0013608247422680411    51.226514168723156
0.0013814432989690721    -328.7313060221737
0.0014020618556701032    -613.0590048050116
0.001422680412371134     -677.5182354590929
0.001443298969072165     -491.7975294737854
0.001463917525773196     -125.93771219881751
0.0014845360824742267    249.94499593129296
0.0015051546391752577    498.89837910725794
0.0015257731958762887    569.8144842614369
0.0015463917525773195    421.8026903867325
0.0015670103092783505    98.6344041955922
0.0015876288659793815    -278.76015980505736
0.0016082474226804123    -557.5484077279848
0.0016288659793814433    -632.6384304990597
0.001649484536082474     -466.1608763642452
0.001670103092783505     -110.07352336041413
