% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:36
% Table:              Av vel Plane Acoustic - V plane ac (aveop3(actd.a_inst/(2*pi*f0)))
% Time (s)               Average Velocity Plane Acoustic (m/s^2)
0                        1.4896238808830496E-23
1.6339869281045753E-5    4.148395333090105E-16
3.2679738562091506E-5    -5.356702660196777E-13
4.901960784313726E-5     -7.307824507494729E-11
6.535947712418301E-5     3.850311036734992E-9
8.169934640522877E-5     1.8632553207700098E-7
9.803921568627452E-5     -1.4186434420863812E-5
1.1437908496732027E-4    1.3854549359920323E-6
1.3071895424836603E-4    0.004387846606593415
1.4705882352941178E-4    0.040798030328870215
1.6339869281045753E-4    0.009254266951290417
1.7973856209150329E-4    -2.2036817732983374
1.9607843137254904E-4    -20.238005069936438
2.124183006535948E-4     -108.75407714315267
2.2875816993464054E-4    -416.88852091683356
2.4509803921568627E-4    -1170.4952888692164
2.6143790849673205E-4    -2214.675158126321
2.7777777777777783E-4    -1863.9146119560771
2.9411764705882356E-4    1516.2914350680194
3.104575163398693E-4     2740.672638550461
3.2679738562091506E-4    -2681.9048917476275
3.4313725490196084E-4    565.0634493681674
3.5947712418300657E-4    2659.8184370498866
3.758169934640523E-4     -2145.4652817040796
3.921568627450981E-4     1444.1430059235756
4.0849673202614386E-4    -937.3677476103946
4.248366013071896E-4     -3029.3680292659415
4.411764705882353E-4     12321.71655553152
4.575163398692811E-4     -26472.43354416951
4.7385620915032687E-4    -36905.23144415983
4.901960784313725E-4     -28473.50521198087
5.065359477124183E-4     -2141.8275854000062
5.228758169934641E-4     19932.699512542953
5.392156862745099E-4     39340.663993424176
5.555555555555557E-4     43391.291872003116
5.718954248366013E-4     37278.017436653754
5.882352941176471E-4     26563.7418476812
6.045751633986929E-4     4833.625013761945
6.209150326797386E-4     -21431.055211702722
6.372549019607843E-4     -33631.28675929436
6.535947712418301E-4     -46222.98149720232
6.699346405228759E-4     -37731.94887858896
6.862745098039217E-4     -27307.099084571266
7.026143790849674E-4     -2236.4462545240976
7.189542483660131E-4     21213.67144140247
7.352941176470589E-4     27096.92290821354
7.516339869281046E-4     70225.77894454429
7.679738562091504E-4     67503.8034515186
7.843137254901962E-4     37545.93488703351
8.006535947712419E-4     -8400.249102127169
8.169934640522877E-4     -43162.91337024192
8.333333333333334E-4     -69074.67483407499
8.496732026143792E-4     -74348.93998642583
8.66013071895425E-4      -61735.48437444386
8.823529411764706E-4     -26086.427450147214
8.986928104575164E-4     11530.784945201514
9.150326797385622E-4     52826.73749823637
9.31372549019608E-4      75282.9775125494
