% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:36
% Table:              Pressure Mic 2 - 
% Time (s)               Pressure (Pa), Point: 14
0                        1.8834694347523393E-19
1.6339869281045753E-5    -1.3818678440444151E-11
3.2679738562091506E-5    1.19133747518859E-9
4.901960784313726E-5     -9.289397257070339E-8
6.535947712418301E-5     6.533697946321922E-6
8.169934640522877E-5     -2.7823138008708785E-5
9.803921568627452E-5     -0.0019372867040479433
1.1437908496732027E-4    -0.014608192459135229
1.3071895424836603E-4    -0.03704641337899547
1.4705882352941178E-4    0.033614290329162605
1.6339869281045753E-4    0.3203987403060824
1.7973856209150329E-4    -0.3697001764270706
1.9607843137254904E-4    -5.268302472242714
2.124183006535948E-4     -8.40232465585208
2.2875816993464054E-4    6.786564105452264
2.4509803921568627E-4    3.199140540281175
2.6143790849673205E-4    -7.4085857827012855
2.7777777777777783E-4    6.625122820406995
2.9411764705882356E-4    1.6087784718127514
3.104575163398693E-4     -18.983838367873265
3.2679738562091506E-4    159.02035994492013
3.4313725490196084E-4    397.75674517451364
3.5947712418300657E-4    547.6904468701046
3.758169934640523E-4     538.7900103613871
3.921568627450981E-4     395.08141371191624
4.0849673202614386E-4    136.79064823587078
4.248366013071896E-4     -152.60175556323642
4.411764705882353E-4     -404.13330963999874
4.575163398692811E-4     -545.7376134936671
4.7385620915032687E-4    -540.0004448070958
4.901960784313725E-4     -392.49263100737323
5.065359477124183E-4     -136.02111126900311
5.228758169934641E-4     148.63365363172176
5.392156862745099E-4     404.58309489330554
5.555555555555557E-4     546.1253771088406
5.718954248366013E-4     539.6351633228606
5.882352941176471E-4     396.1327442017194
6.045751633986929E-4     135.10635307714367
6.209150326797386E-4     -155.8532666018369
6.372549019607843E-4     -404.4894485906157
6.535947712418301E-4     -542.8898849765243
6.699346405228759E-4     -537.3594410960247
6.862745098039217E-4     -401.1565227318182
7.026143790849674E-4     -139.90664775049123
7.189542483660131E-4     154.55290268481303
7.352941176470589E-4     396.9685273112399
7.516339869281046E-4     548.259511114531
7.679738562091504E-4     540.2371476226347
7.843137254901962E-4     394.45148596121
8.006535947712419E-4     140.19622072058138
8.169934640522877E-4     -147.0359312155106
8.333333333333334E-4     -408.75112644370074
8.496732026143792E-4     -539.1862726290855
8.66013071895425E-4      -529.8477306562078
8.823529411764706E-4     -423.93483827795467
8.986928104575164E-4     -52.458673673841886
9.150326797385622E-4     419.58979005579204
9.31372549019608E-4      762.8530998806456
9.477124183006537E-4     855.503831504235
9.640522875816994E-4     707.1273167062216
9.80392156862745E-4      350.5642653841944
9.967320261437909E-4     -98.79174515906658
0.0010130718954248366    -546.2009411635631
0.0010294117647058824    -825.2897840820917
0.0010457516339869282    -878.5498729254745
0.001062091503267974     -673.6973779196636
0.0010784313725490198    -272.95537595903977
0.0010947712418300655    220.49915594833158
0.0011111111111111113    661.6585985638596
0.0011274509803921569    927.9813845179584
0.0011437908496732027    961.9603922052629
0.0011601307189542485    760.6896825197358
0.0011764705882352942    386.8546190199124
0.00119281045751634      -94.71931315112514
0.0012091503267973858    -554.2415035975803
0.0012254901960784316    -852.5688184983395
0.0012418300653594771    -920.1910026103545
0.001258169934640523     -731.8237272326046
0.0012745098039215687    -331.9778104699123
0.0012908496732026145    164.21483387130434
0.0013071895424836603    615.0854202632253
0.001323529411764706     895.4359938259071
0.0013398692810457518    931.2332080779083
0.0013562091503267976    731.6872602501223
0.0013725490196078434    348.78337790140455
0.001388888888888889     -135.49508673468338
0.0014052287581699347    -584.3191015270829
0.0014215686274509805    -876.5855186541035
0.0014379084967320263    -935.7715149424555
0.001454248366013072     -748.1269467330015
