% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:36
% Table:              Pressure reflected Inlet - p2-Pin
% Time (s)               p2-Pin (Pa), Point: 16
0                        3.8986870363467107E-4
1.6339869281045753E-5    -281.48089937027794
3.2679738562091506E-5    -484.5005551692791
4.901960784313726E-5     -564.9084485389291
6.535947712418301E-5     -484.23252676143017
8.169934640522877E-5     -284.3047503405601
9.803921568627452E-5     3.743170174933611
1.1437908496732027E-4    277.71550479394597
1.3071895424836603E-4    490.3277799606565
1.4705882352941178E-4    559.5263571211844
1.6339869281045753E-4    489.692012309306
1.7973856209150329E-4    279.27561038116323
1.9607843137254904E-4    1.4311621090074895
2.124183006535948E-4     -281.9244817680399
2.2875816993464054E-4    -486.6025086976237
2.4509803921568627E-4    -562.4167507953978
2.6143790849673205E-4    -488.00046464547955
2.7777777777777783E-4    -281.74982141103106
2.9411764705882356E-4    -2.4053136887970843
3.104575163398693E-4     280.82873503931955
3.2679738562091506E-4    485.95415345877433
3.4313725490196084E-4    562.1874794721732
3.5947712418300657E-4    486.33527555907483
3.758169934640523E-4     283.0455062820445
3.921568627450981E-4     -0.5519544033194456
4.0849673202614386E-4    -280.65735058893335
4.248366013071896E-4     -487.0245976726183
4.411764705882353E-4     -563.1163933818701
4.575163398692811E-4     -486.37140875366583
4.7385620915032687E-4    -281.56888683973284
4.901960784313725E-4     1.6668339223559485
5.065359477124183E-4     280.2283606595916
5.228758169934641E-4     487.03643245743257
5.392156862745099E-4     563.1436162778275
5.555555555555557E-4     486.8666631820027
5.718954248366013E-4     281.5328911291229
5.882352941176471E-4     -0.14779442220638855
6.045751633986929E-4     -282.2027581906446
6.209150326797386E-4     -487.3366003291355
6.372549019607843E-4     -564.4744767563267
6.535947712418301E-4     -486.3334315474999
6.699346405228759E-4     -281.72987584388636
6.862745098039217E-4     1.4662014981634812
7.026143790849674E-4     280.8491865700535
7.189542483660131E-4     486.96092634095515
7.352941176470589E-4     562.4341959586146
7.516339869281046E-4     488.92095211912925
7.679738562091504E-4     279.6793131401275
7.843137254901962E-4     -1.3391765497448154
8.006535947712419E-4     -282.6983683029621
8.169934640522877E-4     -491.67992883235263
