% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 14 2017, 13:12
% Table:              Pressure Mic 2 - 
% Time (s)               Pressure (Pa), Point: 14
0                        9.112101992929727E-14
2.9850746268656717E-5    1.921332452953157E-6
5.9701492537313435E-5    -1.1125026384866546E-4
8.955223880597016E-5     -8.443848838325168E-4
1.1940298507462687E-4    0.015324259971431053
1.4925373134328358E-4    0.14228506933896304
1.791044776119403E-4     0.46463358320253434
2.08955223880597E-4      0.2920954517220695
2.3880597014925374E-4    -0.8256091806497495
2.6865671641791044E-4    1.1825954585529377
2.9850746268656717E-4    -1.6299893066827513
3.283582089552239E-4     6.915491771325706
3.582089552238806E-4     23.832265803078645
3.8805970149253735E-4    31.083350372954566
4.17910447761194E-4      27.58335349476966
4.4776119402985075E-4    12.388015228173908
4.776119402985075E-4     -6.5887350433405345
5.074626865671642E-4     -23.390185095329986
5.373134328358209E-4     -31.668711747117747
5.671641791044777E-4     -26.99301812526683
5.970149253731343E-4     -12.471773011044503
6.268656716417911E-4     6.817091663819823
6.567164179104478E-4     23.241343566585044
6.865671641791045E-4     31.342512112924528
7.164179104477612E-4     27.913895640964423
7.462686567164179E-4     12.208501974938766
7.761194029850747E-4     -6.268644237850533
8.059701492537314E-4     -24.05944937885791
8.35820895522388E-4      -30.65413314882435
8.656716417910448E-4     -28.49061614397942
8.955223880597015E-4     -10.049935716985871
9.253731343283583E-4     20.42659686495031
9.55223880597015E-4      40.22929417422219
9.850746268656716E-4     41.25926718574136
0.0010149253731343284    24.449095349700965
0.0010447761194029852    -1.0527795194920868
0.0010746268656716418    -23.430784993049617
0.0011044776119402985    -33.70425946684108
0.0011343283582089553    -28.93251156317901
0.0011641791044776119    -9.495007925666275
0.0011940298507462687    16.816085872049257
0.0012238805970149255    38.47954089621616
0.0012537313432835822    46.36669393226243
0.0012835820895522388    38.56334541366377
0.0013134328358208956    15.433106052481703
0.0013432835820895524    -13.830782163888717
0.001373134328358209     -38.47908535358616
0.0014029850746268657    -48.66941727000093
0.0014328358208955225    -41.40973445723943
0.001462686567164179     -19.749538009696547
0.0014925373134328358    9.552224050285849
0.0015223880597014926    34.63208677779898
0.0015522388059701494    45.39750395376732
0.001582089552238806     39.10268955825768
0.0016119402985074627    18.11160532313034
0.0016417910447761195    -9.98604854724213
0.001671641791044776     -34.436162059115425
0.0017014925373134329    -45.109401667115854
0.0017313432835820897    -38.094766950446015
0.0017611940298507462    -17.00495501637317
0.001791044776119403     11.152178643704087
0.0018208955223880598    35.287422397065725
0.0018507462686567166    46.10569191652752
0.0018805970149253731    38.829488695246404
0.00191044776119403      17.221078362077613
0.0019402985074626867    -10.88602684146811
0.0019701492537313433    -35.266100491534765
0.002                    -46.14867363213426
0.002029850746268657     -39.12569371593728
0.0020597014925373136    -17.44687729940945
0.0020895522388059704    10.65236431605468
0.0021194029850746267    34.926272584955804
0.0021492537313432835    45.94095603030061
0.0021791044776119403    39.124184164470904
0.002208955223880597     17.38424907719545
0.002238805970149254     -10.716447906890116
0.0022686567164179106    -34.82724568046727
0.0022985074626865674    -45.75551363485691
0.0023283582089552238    -39.21710787671135
0.0023582089552238806    -17.30529262629458
0.0023880597014925373    10.836849083658974
0.002417910447761194     34.979356878628835
0.002447761194029851     45.70919434896094
0.0024776119402985077    39.24162306887263
0.0025074626865671645    17.577343466439395
0.002537313432835821     -10.938560826185498
0.0025671641791044776    -34.898136049656436
0.0025970149253731344    -45.75729649346233
0.002626865671641791     -39.15447100987661
0.002656716417910448     -17.635300500369564
0.0026865671641791047    10.875531915668274
0.002716417910447761     35.036250146172485
0.002746268656716418     45.72353103733204
0.0027761194029850746    39.16626545963829
0.0028059701492537314    17.789292732564967
0.002835820895522388     -10.845223583793503
0.002865671641791045     -35.02737520823161
