% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 23:08
% Table:              Ave P Plane Acoustic - P plane ac (aveop3(p2))
% Time (s)               Average Pressure Plane Acoustic (Pa)
0                        7.332202342822605E-11
6.25E-5                  9.594288205717909E-4
1.25E-4                  -0.013919448897025264
1.875E-4                 1.1400326504138276
2.5E-4                   -0.4196825519794029
3.125E-4                 -5.336161003363055
3.75E-4                  13.612163895195089
4.375E-4                 -17.155184088981922
5.0E-4                   215.5311686665212
5.625000000000001E-4     483.10549704925256
6.25E-4                  551.745620901494
6.875E-4                 414.8948865939078
7.5E-4                   155.57244233743907
8.125000000000001E-4     -27.161637792713663
8.75E-4                  -250.3973999519276
9.375E-4                 -281.9275037258608
0.001                    -177.93861385553083
0.0010625                48.70348488558743
0.0011250000000000001    286.8174090396652
0.0011875                342.2966655960165
0.00125                  331.39626907570505
0.0013125                254.33076364381668
0.001375                 32.071570086005316
0.0014375                -233.94388482120797
0.0015                   -337.78446042998013
0.0015625                -320.53395586058804
0.0016250000000000001    -240.67183859297222
0.0016875                -16.189786963277953
0.00175                  240.9219190138528
0.0018125                342.0497060175103
0.001875                 329.805150575122
0.0019375                239.38627262275
0.002                    22.013412567001772
0.0020625                -235.6099324377812
0.002125                 -342.2238138652798
0.0021875                -325.24438550780815
0.0022500000000000003    -235.57682022804838
0.0023125                -20.06595668630148
0.002375                 238.08388066849952
0.0024375                349.16775113735605
0.0025                   326.8787791046121
0.0025625                236.1710588118232
0.002625                 24.942963044606834
0.0026875000000000002    -235.9793762806782
0.00275                  -346.2407850603202
0.0028125                -322.4427045334218
0.002875                 -235.1620853069928
0.0029375                -23.426253820334946
0.003                    240.43074975752805
0.0030625                349.01504442068506
0.003125                 324.282038746907
0.0031875000000000002    238.71648449127912
0.0032500000000000003    25.50931576197649
0.0033125                -238.42458725723344
0.003375                 -343.4454657717276
0.0034375                -323.38415853001453
0.0035                   -237.82886388835374
0.0035625                -21.699031335897033
0.003625                 242.2236406663931
0.0036875000000000002    345.05155933313483
0.00375                  327.3815079336138
0.0038125                239.8781672573465
0.003875                 23.48526536683423
0.0039375                -239.32329032821113
0.004                    -342.85134244004945
0.0040625                -325.3824680464507
0.004125                 -238.50541313365017
0.0041875                -20.99574345569468
0.00425                  239.86731989826242
0.0043125                346.16623300026555
0.004375                 327.7147243466489
0.0044375000000000005    238.78192965055706
0.0045000000000000005    22.43014453115182
0.0045625                -237.44921622814226
0.004625                 -346.13693018372436
0.0046875                -321.0275220999877
0.00475                  -236.28621236586662
0.0048125                -24.793330234595903
0.004875                 240.85443417085875
0.0049375                347.33790432006106
0.005                    325.27262005369164
0.0050625                238.58478159770877
0.005125                 25.19547348287299
0.0051875                -238.9975517833625
0.00525                  -343.6168809763795
0.0053125                -323.5779563491585
0.0053750000000000004    -238.64354453448456
0.0054375000000000005    -22.913266551897497
0.0055                   241.75762614857453
0.0055625                345.4643123238052
0.005625                 326.03238486659745
0.0056875                239.14482827045785
0.00575                  23.848039428027374
0.0058125                -239.3155926602462
0.005875                 -344.40168809495214
0.0059375                -321.6134061430017
0.006                    -238.32802908690476
0.0060625                -23.049046390504703
0.006125                 240.32038076554184
0.0061875                347.1286867935821
0.00625                  324.8085693228756
0.0063125                239.71233811690234
0.0063750000000000005    24.30565491913032
0.0064375000000000005    -239.63589896070883
0.006500000000000001     -343.3022544938814
0.0065625                -322.7733124998372
0.006625                 -238.57926975123502
0.0066875                -23.531198889881853
0.00675                  241.9869217353816
0.0068125                345.05202637552225
0.006875                 326.0907140383238
0.0069375                239.79802412270084
0.007                    23.4658133578418
0.0070625                -239.46692297927106
0.007125                 -344.047902817333
0.0071875                -324.23379781743967
0.00725                  -238.2280704662469
0.0073125                -22.34839732361717
0.0073750000000000005    240.43223075766016
0.0074375000000000005    348.2289335100057
0.0075                   324.9193961465938
0.0075625                239.08855203074773
0.007625                 24.194615604109373
0.0076875                -238.64649708290585
0.00775                  -344.35897689607305
0.0078125                -322.4349109736957
0.007875                 -237.82004483751805
0.0079375                -23.844518014234318
0.008                    241.38150751999558
0.0080625                345.7342865632024
0.008125                 324.8158387708038
0.0081875                239.64651515230517
0.00825                  24.648624256933463
0.0083125                -240.4366273310162
0.008375                 -344.50031300053513
0.0084375                -324.0619115543883
0.0085                   -237.58505211862558
0.0085625                -22.580020976098737
0.008625                 241.4461170705265
0.0086875                346.7021082925323
0.00875                  324.2329244468794
0.008812500000000001     239.7694286745708
0.008875000000000001     22.71028434909923
0.008937500000000001     -238.8261922986514
0.009000000000000001     -343.9004843149039
0.0090625                -322.3597859320121
0.009125                 -239.59132551777677
0.0091875                -23.02601045069772
0.00925                  240.4438826752276
0.0093125                347.3419189309972
0.009375                 325.0747646382609
