% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 23:20
% Table:              Av vel Plane Acoustic - V plane ac (aveop3(actd.a_inst/(2*pi*f0)))
% Time (s)               Average Velocity Plane Acoustic (m/s^2)
0                        1.5117325272208314E-11
4.2553191489361704E-5    -4.4038300807186433E-4
8.510638297872341E-5     0.0801609674308754
1.276595744680851E-4     -2.7713429081473833
1.7021276595744682E-4    13.204825437386722
2.1276595744680854E-4    319.4585528013638
2.553191489361702E-4     945.4602651410373
2.978723404255319E-4     1852.5596326268546
3.4042553191489364E-4    2626.902927792304
3.8297872340425535E-4    -2805.720639565163
4.2553191489361707E-4    4503.51222071404
4.6808510638297874E-4    -16310.89750557431
5.106382978723404E-4     -14899.968522192816
5.531914893617022E-4     -4435.187521445667
5.957446808510638E-4     11407.764616296707
6.382978723404256E-4     16546.946161641175
6.808510638297873E-4     20572.05754401099
7.234042553191489E-4     13277.085731495352
7.659574468085107E-4     17211.21783264387
8.085106382978724E-4     -5093.203767221555
8.510638297872341E-4     -21585.90005228717
8.936170212765958E-4     -25482.102634798775
9.361702127659575E-4     -20097.273289775236
9.787234042553192E-4     -9161.454182703545
0.0010212765957446808    7108.056522010204
0.0010638297872340426    13764.316768964081
0.0011063829787234043    21398.273398482786
0.0011489361702127661    23659.141184886168
0.0011914893617021277    9277.297173315901
0.0012340425531914894    -5710.993207053509
0.0012765957446808512    -20274.19612283419
0.0013191489361702128    -20981.138524682243
0.0013617021276595745    -23033.953404591866
0.0014042553191489363    -8490.661134127216
0.0014468085106382979    6452.07839929478
0.0014893617021276596    16713.277862872936
0.0015319148936170214    22167.58353598132
0.001574468085106383     22591.249155315792
0.0016170212765957447    9621.067541942532
0.0016595744680851065    -6350.023483622828
0.0017021276595744683    -18143.404677192488
0.0017446808510638298    -21401.920020768033
0.0017872340425531916    -23022.869678586383
0.0018297872340425534    -9068.690528314026
0.001872340425531915     6567.737075092919
0.0019148936170212767    17631.52204487509
0.0019574468085106385    22272.078955541117
0.002                    22400.73033097697
0.0020425531914893616    9689.651449449948
0.0020851063829787236    -6866.22867223585
0.002127659574468085     -18214.633171343325
0.002170212765957447     -20973.643902694213
0.0022127659574468087    -22895.11411386007
0.0022553191489361702    -9032.036132067113
0.0022978723404255322    6360.170622290067
0.002340425531914894     17778.787893187007
0.0023829787234042553    21647.63272260263
0.0024255319148936173    22458.152521025288
0.002468085106382979     9470.390849825875
0.0025106382978723404    -6253.717336551221
0.0025531914893617024    -18296.391428609608
0.002595744680851064     -21379.553918675738
0.0026382978723404255    -22675.49459958158
0.0026808510638297875    -9173.679059793982
0.002723404255319149     6454.607123026226
0.0027659574468085106    17843.927821628153
0.0028085106382978726    21348.910791365164
0.002851063829787234     22616.178227881664
0.0028936170212765957    9466.975622667203
0.0029361702127659577    -6202.691733067122
0.0029787234042553193    -18144.842144100818
0.003021276595744681     -21538.305255256753
0.003063829787234043     -22671.333998655296
0.0031063829787234044    -9257.3245298249
0.003148936170212766     6404.570902597014
0.003191489361702128     17836.764398045914
0.0032340425531914895    21492.477889949314
0.003276595744680851     22664.75974127622
0.003319148936170213     9520.320675151504
0.0033617021276595746    -6461.6335977146455
0.0034042553191489366    -18107.293695466593
0.003446808510638298     -21289.563101546944
0.0034893617021276597    -22892.715453469067
0.0035319148936170217    -9046.01609174264
0.0035744680851063832    6384.7722543854625
0.003617021276595745     17693.06856242537
0.0036595744680851068    21540.487779949526
0.0037021276595744683    22520.773633720157
0.00374468085106383      9554.617126282894
0.003787234042553192     -6299.145863476639
0.0038297872340425534    -18221.754725647523
0.003872340425531915     -21331.141608456885
0.003914893617021277     -22799.441384704638
0.0039574468085106385    -9212.658769560425
0.004                    6379.22184807232
0.004042553191489362     17817.50469967503
0.004085106382978723     21435.69142449803
0.004127659574468086     22650.435073551685
0.004170212765957447     9541.823341781097
0.004212765957446809     -6368.879165653048
0.00425531914893617      -18074.3464563188
0.004297872340425532     -21464.842626441943
0.004340425531914894     -22630.88691624419
0.004382978723404256     -9217.08829480216
0.004425531914893617     6263.465469030656
0.004468085106382979     17934.69150940321
0.0045106382978723405    21289.327161345816
0.004553191489361702     22710.689679126343
0.0045957446808510645    9550.483086925095
0.004638297872340426     -6408.156262045802
0.004680851063829788     -17981.81958532876
0.004723404255319149     -21460.23126144403
0.004765957446808511     -22773.352019251204
0.004808510638297872     -9151.841617836315
0.004851063829787235     6298.389104340965
0.004893617021276596     17838.0044460689
0.004936170212765958     21408.202972390944
0.004978723404255319     22586.82783088058
0.005021276595744681     9532.466195102754
0.0050638297872340424    -6348.52159349802
0.005106382978723405     -18121.69607888313
0.005148936170212766     -21207.112333929053
0.005191489361702128     -23172.049253711222
0.0052340425531914895    -8949.61706984725
0.005276595744680851     6178.893739240363
0.005319148936170213     17934.84904839278
0.005361702127659575     21404.09517379805
0.005404255319148937     22647.434059676798
0.005446808510638298     9559.39160160397
0.00548936170212766      -6353.333560075265
0.005531914893617021     -18023.900557384757
0.005574468085106384     -21441.268653680705
0.005617021276595745     -22694.463561184664
0.005659574468085107     -9248.749397259939
0.005702127659574468     6321.560046756481
0.00574468085106383      17934.142325729026
0.0057872340425531915    21278.218623898625
