% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 14 2017, 13:39
% Table:              Pressure reflected Inlet - p2-Pin
% Time (s)               Pin-p2 (Pa), Point: 16
0                        -2.320540913276174E-5
2.173913043478261E-5     18.60861987940381
4.347826086956522E-5     29.903604852183264
6.521739130434783E-5     30.260007987741044
8.695652173913044E-5     18.389165641022778
1.0869565217391305E-4    0.21737274790874095
1.3043478260869567E-4    -18.844806283391655
1.5217391304347827E-4    -29.8377850841124
1.7391304347826088E-4    -30.29711872522979
1.956521739130435E-4     -18.40792801247556
2.173913043478261E-4     -0.16610813449186126
2.391304347826087E-4     18.68176631986818
2.6086956521739134E-4    29.950791474269277
2.8260869565217394E-4    30.014303673252893
3.0434782608695655E-4    18.53356367908862
3.2608695652173916E-4    -0.03053648842265182
3.4782608695652176E-4    -18.62061908071776
3.6956521739130437E-4    -30.161193778783964
3.91304347826087E-4      -29.92992004758783
4.130434782608696E-4     -18.67720050858336
4.347826086956522E-4     0.06948761722707628
4.565217391304348E-4     18.5969758620844
4.782608695652174E-4     29.895544743827866
5.0E-4                   30.287769271831678
5.217391304347827E-4     18.495531726894175
5.434782608695652E-4     0.10527846961095821
5.652173913043479E-4     -18.63046742041604
5.869565217391304E-4     -30.073787136705455
6.086956521739131E-4     -30.053121135876083
6.304347826086957E-4     -18.556973274955773
6.521739130434783E-4     0.05817180843304602
6.739130434782609E-4     18.595244623234287
6.956521739130435E-4     30.10867339933797
7.173913043478262E-4     29.942074654144577
7.391304347826087E-4     18.63779758237712
7.608695652173914E-4     0.20296202020841805
7.82608695652174E-4      -18.79364008354375
8.043478260869566E-4     -30.052210655203556
8.260869565217392E-4     -30.42842068799601
8.478260869565218E-4     -18.756697849762762
8.695652173913044E-4     0.2117044052532502
8.91304347826087E-4      18.657468944381737
9.130434782608696E-4     29.845099965296047
9.347826086956523E-4     30.09106830638978
9.565217391304348E-4     18.770354645361245
9.782608695652175E-4     -0.29663741662069243
0.001                    -18.490794142875174
0.0010217391304347826    -30.12767798036957
0.0010434782608695653    -30.003944982060986
0.001065217391304348     -18.7280880506163
0.0010869565217391304    0.207814950012708
0.0011086956521739132    18.249976408762695
0.0011304347826086958    30.57159467610051
0.0011521739130434783    29.65706394948127
0.0011739130434782609    17.95268050137129
0.0011956521739130436    2.05923847150869
0.0012173913043478262    -23.925319514193944
0.0012391304347826087    -46.08508775606786
0.0012608695652173913    -49.0005396867509
0.001282608695652174     -29.41461165781824
0.0013043478260869566    2.8200215277653538
0.0013260869565217392    36.01615522159919
0.0013478260869565217    55.104411810601185
0.0013695652173913045    52.020614827248814
0.001391304347826087     26.810272082721283
0.0014130434782608696    -10.807463645548232
0.0014347826086956524    -46.21787468064316
0.001456521739130435     -65.87692828757511
0.0014782608695652175    -63.455706748251245
0.0015                   -38.87615323429858
0.0015217391304347828    -1.5513875448334864
0.0015434782608695654    35.57929957991498
0.001565217391304348     58.3635685572879
0.0015869565217391305    57.60417028681083
0.0016086956521739132    34.32930497985731
0.0016304347826086958    -2.191276076634705
0.0016521739130434783    -37.12548402439134
0.0016739130434782609    -57.26657313753737
0.0016956521739130437    -55.56793219554303
0.0017173913043478262    -32.24878329069377
0.0017391304347826088    4.097889886959217
0.0017608695652173915    40.0334177098337
0.001782608695652174     61.311932948309206
0.0018043478260869566    59.2814652958261
0.0018260869565217392    34.926082602586064
0.001847826086956522     -2.5568214035032404
0.0018695652173913045    -37.87314578800559
0.001891304347826087     -59.17353169090666
0.0019130434782608696    -57.86613467824555
0.0019347826086956524    -34.77332304086677
0.001956521739130435     1.8057831551510974
0.0019782608695652175    37.78213762360042
0.002                    59.34254004097379
0.0020217391304347826    57.446608381863385
0.002043478260869565     33.49727973066685
0.002065217391304348     -3.2281205304058855
0.0020869565217391307    -38.44651723189114
0.0021086956521739132    -59.37018255338266
0.002130434782608696     -57.998649641190404
0.0021521739130434783    -34.71415585116972
0.002173913043478261     2.188206377254752
0.0021956521739130434    38.34011872821703
0.0022173913043478264    59.84131892589078
0.002239130434782609     58.03648471311974
0.0022608695652173915    34.19091048849025
0.002282608695652174     -2.412248250119547
0.0023043478260869566    -37.78393480048656
0.002326086956521739     -59.00089356446569
0.0023478260869565218    -57.7816316929114
0.0023695652173913043    -34.64552789683193
0.0023913043478260873    2.305126157274677
0.00241304347826087      38.32078688113024
0.0024347826086956524    59.723160221172336
0.002456521739130435     57.91355916043173
0.0024782608695652175    34.13102022995756
0.0025                   -2.285008957867893
0.0025217391304347826    -37.856134207880324
0.0025434782608695656    -59.17211250321897
0.002565217391304348     -58.12212705203794
0.0025869565217391307    -34.852570830488446
0.0026086956521739132    2.138823450350622
0.002630434782608696     38.17708586494129
0.0026521739130434784    59.54849847140801
0.002673913043478261     57.92101036878762
0.0026956521739130435    34.22977638788483
0.0027173913043478264    -2.0778079712765063
0.002739130434782609     -37.78113774980682
0.0027608695652173916    -59.21293387303331
0.002782608695652174     -58.13048477895057
0.0028043478260869567    -34.745069727585644
0.002826086956521739     2.213326012469495
0.0028478260869565218    38.160455289147464
0.0028695652173913047    59.43740137934099
0.0028913043478260873    57.89278741736107
0.00291304347826087      34.37401666382225
0.0029347826086956524    -1.9623940582390755
0.002956521739130435     -37.70026586916364
0.0029782608695652175    -59.28266387544675
0.003                    -58.20961038301166
0.0030217391304347826    -34.75956557085276
0.0030434782608695656    2.1184953183970414
0.003065217391304348     38.043537134814805
0.0030869565217391307    59.34479409701573
0.0031086956521739133    57.88272236647303
0.003130434782608696     34.52529280104421
0.0031521739130434784    -1.9102464837227837
0.003173913043478261     -37.611036640068036
0.003195652173913044     -59.35803037770476
0.0032173913043478265    -58.225893847565445
0.003239130434782609     -34.786286234982704
0.0032608695652173916    2.0366352899034568
