% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 14 2017, 13:39
% Table:              Av vel Plane Acoustic - V plane ac (aveop3(actd.a_inst/(2*pi*f0)))
% Time (s)               Average Velocity Plane Acoustic (m/s^2)
0                        1.510531287414752E-19
2.173913043478261E-5     -1.673554288482292E-11
4.347826086956522E-5     -1.2714376105572989E-9
6.521739130434783E-5     1.4461796340251872E-7
8.695652173913044E-5     3.970599308942992E-6
1.0869565217391305E-4    -3.5728740991080606E-4
1.3043478260869567E-4    -0.001165991331337291
1.5217391304347827E-4    0.05516964852174117
1.7391304347826088E-4    0.634030654702503
1.956521739130435E-4     3.477446663545365
2.173913043478261E-4     13.296404727037777
2.391304347826087E-4     44.02159819887151
2.6086956521739134E-4    125.52430531240962
2.8260869565217394E-4    226.1377718451792
3.0434782608695655E-4    85.30288794831874
3.2608695652173916E-4    -223.2140101003925
3.4782608695652176E-4    126.09034283198035
3.6956521739130437E-4    -61.748427438122164
3.91304347826087E-4      82.11876533106884
4.130434782608696E-4     -162.92984778987608
4.347826086956522E-4     525.7751035755778
4.565217391304348E-4     -1172.4938285031878
4.782608695652174E-4     -1818.744639448289
5.0E-4                   -892.5451867067137
5.217391304347827E-4     698.1083467649889
5.434782608695652E-4     1663.2953266454758
5.652173913043479E-4     2133.9084814856005
5.869565217391304E-4     1941.1378928310755
6.086956521739131E-4     1051.2243666172017
6.304347826086957E-4     -638.1607720868091
6.521739130434783E-4     -1528.7958455895935
6.739130434782609E-4     -2423.5286757810018
6.956521739130435E-4     -1669.8514316492503
7.173913043478262E-4     -1279.8203297692146
7.391304347826087E-4     617.4345619812376
7.608695652173914E-4     3342.4532811520653
7.82608695652174E-4      2994.1546764925474
8.043478260869566E-4     1386.2001135548496
8.260869565217392E-4     -534.100984802671
8.478260869565218E-4     -2256.0151823400106
8.695652173913044E-4     -2939.222572650641
8.91304347826087E-4      -2301.414282049516
9.130434782608696E-4     -783.0628242504606
9.347826086956523E-4     1248.8066262303587
9.565217391304348E-4     2573.904554102952
9.782608695652175E-4     3032.3140353855156
0.001                    2361.9198879353567
0.0010217391304347826    796.7902471838422
0.0010434782608695653    -1147.81825633788
0.001065217391304348     -2651.52254620328
0.0010869565217391304    -3456.477662379254
0.0011086956521739132    -2532.007217981141
0.0011304347826086958    -1051.1406048965532
0.0011521739130434783    1063.2324937056737
0.0011739130434782609    2537.4688218531924
0.0011956521739130436    3073.5701436043732
0.0012173913043478262    2424.5707908199947
0.0012391304347826087    996.1172623168823
0.0012608695652173913    -1016.4346668328716
0.001282608695652174     -2568.8243027661724
0.0013043478260869566    -3245.033086906261
0.0013260869565217392    -2445.4570240574235
0.0013478260869565217    -843.0187050003221
0.0013695652173913045    1162.034516196962
0.001391304347826087     2595.0012470078523
0.0014130434782608696    3135.4955052013515
0.0014347826086956524    2561.73231599159
0.001456521739130435     966.2291149254074
0.0014782608695652175    -948.6820299613381
0.0015                   -2606.1528764686473
0.0015217391304347828    -3243.754625055916
0.0015434782608695654    -2483.9344320331434
0.001565217391304348     -906.1764514618711
0.0015869565217391305    1053.7386573254746
0.0016086956521739132    2497.5083726479843
