% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 23:24
% Table:              Ave P Plane Acoustic - P plane ac (aveop3(p2))
% Time (s)               Average Pressure Plane Acoustic (Pa)
0                        4.6040924115663824E-14
3.846153846153846E-5     4.326776296697423E-7
7.692307692307693E-5     6.48748687529559E-5
1.153846153846154E-4     0.0021208916229826695
1.5384615384615385E-4    -0.08131865889641628
1.923076923076923E-4     -0.6260621927793478
2.307692307692308E-4     -1.5839907363002586
2.692307692307692E-4     -3.5593791630666476
3.076923076923077E-4     -10.657945325220133
3.461538461538462E-4     -1.962540946316591
3.846153846153846E-4     20.92581402729047
4.230769230769231E-4     -21.433236837776597
4.615384615384616E-4     47.11150917056847
5.0E-4                   341.93102103679644
5.384615384615384E-4     529.4964167823583
5.76923076923077E-4      522.0669068714865
6.153846153846154E-4     330.9044633961991
6.538461538461538E-4     -18.164616984816497
6.923076923076924E-4     -331.86078987998525
7.307692307692308E-4     -562.1126626293753
7.692307692307692E-4     -404.7874062181437
8.076923076923078E-4     -44.678153076552576
8.461538461538462E-4     273.5211712662705
8.846153846153846E-4     495.1369139135903
9.230769230769232E-4     577.1237166168371
9.615384615384616E-4     481.14278562729527
0.001                    212.03433920232212
0.0010384615384615384    -111.58698366914689
0.0010769230769230769    -435.8985109115771
0.0011153846153846155    -540.3511562850861
0.001153846153846154     -387.94961318479005
0.0011923076923076924    -120.10242584705851
0.0012307692307692308    186.4224753475002
0.0012692307692307692    451.0759031189296
0.0013076923076923077    556.7669552729626
0.001346153846153846     445.3668503082948
0.0013846153846153847    166.69589164999107
0.0014230769230769232    -146.70033412518075
0.0014615384615384616    -453.26178306433724
0.0015                   -539.9043555727376
0.0015384615384615385    -419.8452575886367
0.0015769230769230769    -146.43921966033597
0.0016153846153846155    171.3983467235971
0.001653846153846154     439.0856212879401
0.0016923076923076924    554.5946434561596
0.0017307692307692308    432.8385547759073
0.0017692307692307693    160.25812438815638
0.0018076923076923077    -158.45262649885237
0.0018461538461538463    -444.14596755417585
0.0018846153846153848    -549.5848676882736
0.0019230769230769232    -428.88934658209894
0.0019615384615384616    -149.50480841627143
0.002                    164.05417597112609
0.0020384615384615385    445.12092174589344
0.002076923076923077     555.0400666894467
0.0021153846153846153    426.90838456561835
0.0021538461538461538    160.54217044393332
0.002192307692307692     -165.20876222179442
0.002230769230769231     -440.6839938559929
0.0022692307692307695    -552.6173291392728
0.002307692307692308     -424.3105658888616
0.0023461538461538463    -151.7823974945262
0.0023846153846153848    161.6889608255289
0.002423076923076923     444.6749846436546
0.0024615384615384616    551.1536771447138
0.0025                   432.43964152584914
0.0025384615384615385    157.38479011509213
0.002576923076923077     -160.88521265823812
0.0026153846153846153    -444.00249396068875
0.0026538461538461538    -550.9841299993351
0.002692307692307692     -425.296289703861
0.002730769230769231     -154.07066230190122
0.0027692307692307695    164.10663044825466
0.002807692307692308     442.5729388474046
0.0028461538461538463    553.4165865510563
0.0028846153846153848    431.9082086029202
0.002923076923076923     153.84108136636593
0.0029615384615384616    -158.88802708206444
0.003                    -446.57046215668595
0.0030384615384615385    -549.9116013689224
0.003076923076923077     -427.0477052003887
0.0031153846153846153    -150.51160871067992
0.0031538461538461538    163.33475201528725
0.003192307692307692     442.2976713561424
0.003230769230769231     554.2584015086732
0.0032692307692307695    428.1459904666332
0.003307692307692308     158.63612063684351
0.0033461538461538464    -161.37879744956783
0.003384615384615385     -444.9525425501765
0.003423076923076923     -549.5310446801102
0.0034615384615384616    -425.62138547160606
0.0035                   -150.19701898405984
0.0035384615384615385    161.06806871791267
0.003576923076923077     443.77748572455033
0.0036153846153846154    553.4412582519681
0.003653846153846154     429.2843033878781
0.0036923076923076927    156.30400614901544
0.003730769230769231     -161.827315422347
0.0037692307692307695    -442.83461121253043
0.003807692307692308     -553.7047117760993
0.0038461538461538464    -424.20602767749955
0.003884615384615385     -151.83322091909554
0.003923076923076923     162.74419466827842
0.003961538461538462     443.92074333516376
0.004                    552.4229711847904
0.0040384615384615385    431.15942691878683
0.004076923076923077     154.8874751967796
0.004115384615384615     -160.0721796806534
0.004153846153846154     -445.10089211316983
0.004192307692307692     -551.3321200192611
0.004230769230769231     -424.6685209887448
0.004269230769230769     -152.67779437076226
0.0043076923076923075    163.128740263662
0.004346153846153846     442.3670820351605
0.004384615384615384     555.0311978784068
0.004423076923076923     429.55531038511054
0.004461538461538462     155.8739860441008
0.0045000000000000005    -159.88730704670436
0.004538461538461539     -445.50589542433266
0.004576923076923077     -550.6124454129153
0.004615384615384616     -426.8056944163416
0.004653846153846154     -151.34633561174186
0.004692307692307693     161.61372433010672
0.004730769230769231     444.1604091619862
0.0047692307692307695    554.0547301342792
0.004807692307692308     428.20355410714467
0.004846153846153846     157.72568126873384
0.004884615384615385     -160.18125846190813
0.004923076923076923     -443.6044914774668
0.004961538461538462     -552.6914749536102
0.005                    -424.65426299990423
0.0050384615384615385    -150.8283037335593
0.005076923076923077     161.00891358180493
0.005115384615384615     444.5859396521169
0.005153846153846154     552.7029417732557
0.005192307692307692     430.4742117106481
0.005230769230769231     156.19447228746677
0.005269230769230769     -160.46103143117676
0.0053076923076923075    -444.66432958558767
0.005346153846153846     -552.3697905231376
0.005384615384615384     -424.52727539821996
0.005423076923076924     -152.95650237957256
0.005461538461538462     163.08680927536182
0.0055000000000000005    443.5797879275621
0.005538461538461539     554.0962627718213
0.005576923076923077     430.10320333521963
0.005615384615384616     155.80755886129634
0.005653846153846154     -159.3363923311175
0.005692307692307693     -447.15837714795924
0.005730769230769231     -549.4370013651044
0.0057692307692307696    -423.7183662077251
