% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:31
% Table:              Pressure reflected Inlet - p2-Pin
% Time (s)               p2-Pin (Pa), Point: 16
0                        4.038183222931218E-4
1.8115942028985507E-5    -281.4015710717146
3.6231884057971014E-5    -484.1480635525873
5.434782608695652E-5     -565.9144923022749
7.246376811594203E-5     -483.27163581704446
9.057971014492754E-5     -284.49525607696404
1.0869565217391303E-4    3.1361664099403668
1.2681159420289856E-4    278.83940242049516
1.4492753623188405E-4    488.5977995216705
1.6304347826086955E-4    562.0997283739079
1.8115942028985507E-4    486.4582454021262
1.9927536231884057E-4    282.6384646295015
2.1739130434782607E-4    -1.720769512662188
2.355072463768116E-4     -279.1893586028384
2.536231884057971E-4     -489.2206633071878
2.717391304347826E-4     -561.2994690958433
2.898550724637681E-4     -489.42120743897567
3.079710144927536E-4     -281.5768365483774
3.260869565217391E-4     -0.5576057617248842
3.4420289855072465E-4    282.015112658091
3.6231884057971015E-4    486.7084253557397
3.8043478260869565E-4    560.6566876764487
3.9855072463768114E-4    486.65618318574656
4.1666666666666664E-4    279.86182360363745
4.3478260869565214E-4    -0.06357545350704806
4.528985507246377E-4     -278.5151758271239
4.710144927536232E-4     -489.59019064968817
4.891304347826087E-4     -561.0618991827986
5.072463768115942E-4     -487.1499734901056
5.253623188405797E-4     -281.3880214876238
5.434782608695652E-4     1.3642908237124989
5.615942028985507E-4     280.83134505876535
5.797101449275362E-4     487.1855601883077
5.978260869565217E-4     563.2860744528359
6.159420289855072E-4     486.0352752858867
6.340579710144927E-4     283.8173889884771
6.521739130434782E-4     -1.2118066165428476
6.702898550724637E-4     -280.53276773074657
6.884057971014493E-4     -486.2932141513949
7.065217391304348E-4     -563.2948158939149
7.246376811594203E-4     -488.7238729168966
7.427536231884058E-4     -279.73213553000545
7.608695652173913E-4     0.07647820438804794
7.789855072463768E-4     278.44829652184774
7.971014492753623E-4     488.2734503870399
8.152173913043478E-4     562.2418476055824
8.333333333333333E-4     489.6117085723279
8.514492753623188E-4     284.0090742909542
8.695652173913043E-4     -2.9714309034123674
8.876811594202899E-4     -283.9333607464574
9.057971014492754E-4     -485.6578488474446
9.239130434782609E-4     -560.7251810774467
9.420289855072464E-4     -488.4865963266067
9.601449275362319E-4     -281.7550680924586
9.782608695652175E-4     2.5558942303815764
9.963768115942029E-4     278.07437721162086
0.0010144927536231885    487.62618705720786
0.0010326086956521738    562.1473185505881
0.0010507246376811595    487.2174760883381
0.0010688405797101448    281.15097047119025
0.0010869565217391304    1.7524323848254104
0.0011050724637681158    -282.8170629939997
0.0011231884057971014    -480.4402296648527
0.0011413043478260868    -567.1880353852434
0.0011594202898550724    -488.6280545373831
0.001177536231884058     -261.35760357993024
0.0011956521739130434    -32.05673168641945
0.001213768115942029     333.81003430736257
0.0012318840579710144    717.483780135985
0.00125                  907.2574237961005
0.0012681159420289854    802.2337589353498
0.001286231884057971     468.71184953072895
0.0013043478260869564    -2.2555246483416034
0.001322463768115942     -483.0284868570286
0.0013405797101449274    -836.3150383015826
0.001358695652173913     -948.4746016250422
0.0013768115942028986    -790.6911397957285
0.001394927536231884     -407.5924784443971
0.0014130434782608696    102.24377657907151
0.001431159420289855     591.3828123835386
0.0014492753623188406    925.0897411163409
0.001467391304347826     1022.3450582025353
0.0014855072463768116    863.4892743208309
0.001503623188405797     500.7044950637856
0.0015217391304347826    9.700552673293023
0.001539855072463768     -502.4421510600813
0.0015579710144927536    -876.3609641467806
0.0015760869565217392    -1001.282359595828
0.0015942028985507246    -838.8684949063853
0.0016123188405797102    -457.7769064858756
0.0016304347826086956    48.41253420065236
0.0016485507246376812    548.7368068578903
0.0016666666666666666    902.7091199142546
0.0016847826086956522    1022.3631061796074
0.0017028985507246376    870.9397478371395
0.0017210144927536232    495.7983130826477
0.0017391304347826085    -8.419350255217745
0.0017572463768115941    -523.496398138314
0.0017753623188405798    -898.4718515485769
0.0017934782608695651    -1016.3952718728643
0.0018115942028985507    -855.107404348264
0.0018297101449275361    -475.1682925663252
0.0018478260869565217    31.227935608860573
0.0018659420289855071    531.2153081174214
0.0018840579710144927    894.5768560300353
0.0019021739130434781    1018.5208310480118
0.0019202898550724637    865.1647769413933
0.0019384057971014493    492.3556676696745
0.001956521739130435     -15.751902064090013
0.00197463768115942      -529.4947930566746
0.0019927536231884057    -899.7074810466689
0.0020108695652173913    -1017.8578773813653
0.002028985507246377     -855.9613484421695
0.002047101449275362     -478.92834711176056
0.0020652173913043477    24.368186522322436
0.0020833333333333333    528.6405687259263
0.002101449275362319     892.3024647553043
0.002119565217391304     1018.6891999808676
0.0021376811594202897    864.1325502221547
0.0021557971014492753    489.8519628884328
0.002173913043478261     -19.694474497746768
0.0021920289855072465    -531.1945464085433
0.0022101449275362317    -900.288554855229
0.0022282608695652173    -1015.9892168888175
0.002246376811594203     -856.12797496073
0.0022644927536231885    -480.77973889304894
0.0022826086956521737    22.152331146110814
0.0023007246376811593    527.8377882549851
0.002318840579710145     892.5336987845355
0.0023369565217391305    1020.4692303924887
0.002355072463768116     864.3482235223929
0.0023731884057971013    488.73722293001424
0.002391304347826087     -20.98658514361935
0.0024094202898550725    -533.2184893522607
0.002427536231884058     -898.9689930602802
0.0024456521739130432    -1015.0787009350746
0.002463768115942029     -855.6638966218092
0.0024818840579710144    -482.16293180492346
0.0025                   20.953664164045197
0.0025181159420289857    526.5356322694859
0.002536231884057971     894.9057308960334
0.0025543478260869564    1019.5366643140844
0.002572463768115942     865.5445019322823
0.0025905797101449276    485.76277094295176
0.002608695652173913     -21.023327144087332
0.0026268115942028984    -532.855930492706
0.002644927536231884     -896.9825503914453
0.0026630434782608696    -1014.1672708192182
0.002681159420289855     -856.2152273486149
0.0026992753623188404    -483.98085501464215
0.002717391304347826     19.94025936690201
0.0027355072463768116    527.2705700169145
0.0027536231884057972    895.6170492852964
0.0027717391304347824    1020.8159037160661
0.002789855072463768     864.1951878826684
0.0028079710144927536    485.6338670772838
0.002826086956521739     -22.647698432543102
0.0028442028985507244    -531.851812902164
0.00286231884057971      -896.9755586558632
0.0028804347826086956    -1013.8671116184843
0.002898550724637681     -857.6111692353522
