% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Aug 11 2017, 18:31
% Table:              Pressure Liner - (aveop1(p))
% Time (s)               aveop1(p) (Pa)
0                        -4.661355293809861E-64
1.8115942028985507E-5    6.8662909459366E-39
3.6231884057971014E-5    7.439092899193698E-34
5.434782608695652E-5     2.6673840383733886E-30
7.246376811594203E-5     1.317963991188546E-24
9.057971014492754E-5     1.086556258238498E-20
1.0869565217391303E-4    1.655474215517085E-17
1.2681159420289856E-4    4.1127740505909626E-15
1.4492753623188405E-4    -6.230335171658198E-13
1.6304347826086955E-4    3.8107950115496473E-11
1.8115942028985507E-4    -1.1397610375583517E-9
1.9927536231884057E-4    -4.076641230740037E-9
2.1739130434782607E-4    8.48399328172185E-7
2.355072463768116E-4     -3.5011589250234904E-6
2.536231884057971E-4     -1.6273715094660784E-4
2.717391304347826E-4     -5.74940020888815E-4
2.898550724637681E-4     0.006038151048218437
3.079710144927536E-4     0.06679437573675268
3.260869565217391E-4     0.3167120729464367
3.4420289855072465E-4    0.9679608546531071
3.6231884057971015E-4    2.314505417351107
3.8043478260869565E-4    5.0910870649787805
3.9855072463768114E-4    9.401109234308356
4.1666666666666664E-4    10.77003798077719
4.3478260869565214E-4    -0.11549106006567182
4.528985507246377E-4     -11.813165684211633
4.710144927536232E-4     4.163073035767606
4.891304347826087E-4     4.497660713727413
5.072463768115942E-4     -8.8645083576324
5.253623188405797E-4     9.022204626958203
5.434782608695652E-4     -8.387819876193161
5.615942028985507E-4     6.645647836042759
5.797101449275362E-4     8.799036968153686
5.978260869565217E-4     -45.53395249499992
6.159420289855072E-4     303.08962204417173
6.340579710144927E-4     700.6469093316623
6.521739130434782E-4     886.3509818310483
6.702898550724637E-4     793.5463878621985
6.884057971014493E-4     478.03466831652685
7.065217391304348E-4     23.966255931350528
7.246376811594203E-4     -435.31164483876523
7.427536231884058E-4     -781.4497933865911
7.608695652173913E-4     -905.0586446527423
7.789855072463768E-4     -784.9399652564593
7.971014492753623E-4     -443.7358284437002
8.152173913043478E-4     39.89878927144731
8.333333333333333E-4     511.7764522674829
8.514492753623188E-4     857.4584352412924
8.695652173913043E-4     974.732111485258
8.876811594202899E-4     844.8430932632689
9.057971014492754E-4     501.0714406604104
9.239130434782609E-4     31.682725045409533
9.420289855072464E-4     -474.2911341810049
9.601449275362319E-4     -824.0565381060819
9.782608695652175E-4     -951.8285723954275
